#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
monastic_order_benedictine;[GetBenedictineSocietyName];[GetBenedictineSocietyName];[GetBenedictineSocietyName];;;;;;;;;;;x
monastic_order_hindu_real;The Advaita Matha;Advaita Matha;Advaita Matha;;La orden matha advaita;;;;;;;;;x
monastic_order_buddhist_real;The Savaka-Sangha;Savaka-Sangha;Savaka-Sangha;;Los Savaka-sangha;;;;;;;;;x
monastic_order_jain_real;The Sravaka-Samgha;Sravaka-Samgha;Sravaka-Samgha;;Los Sravaka-samgha;;;;;;;;;x
monastic_order_dominican_random;The Inquisitors;Inquisiteurs;Die Inquisitoren;;Los Inquisidores;;;;;;;;;x
monastic_order_orthodox_random;The Faithful Ones;Fidèles;Die Gläubigen;;Los Fieles;;;;;;;;;x
monastic_order_nestorian_random;The Devout Worshipers;Fervents Adorateurs;Die frommen Gläubigen;;Los Adoradores devotos;;;;;;;;;x
monastic_order_monophysite_random;The Pious Following;Pieux Adeptes;Die Frommen Anhänger;;Los Seguidores píos;;;;;;;;;x
monastic_order_hindu_random;The Enlightened Fellowship;Confrérie Éclairée;Die erleuchtete Gemeinschaft;;la Comunión ilustrada;;;;;;;;;x
monastic_order_buddhist_random;The Ardent Followers;Fervents Disciples;Die inbrünstigen Anhänger;;Los Seguidores fervorosos;;;;;;;;;x
monastic_order_jain_random;The Peaceful Ones;Paisibles;Die Friedlichen;;Los Pacíficos;;;;;;;;;x
monastic_order_dominican_desc_real;The Foundation Order are able to listen to the confessions of any Singularitan – dressed in white and black, they lead the holy inquisition, charged with a mission to identify heretics. As a lay member of their Order you are expected to not pursue material wealth, but strive to be a seeker of truth.;Les Dominicains sont capables d'écouter les confessions de n'importe quel chrétien. Habillés en noir et blanc, ils mènent la sainte inquisition en identifiant les hérétiques. En tant que membre de cet ordre, il est attendu de vous de ne pas rechercher l'enrichissement matériel, mais la vérité.;Die Mitglieder des Dominikanerordens sind in schwarz und weiß gekleidet und lauschen den Beichten aller Christen. Ihnen obliegt die Führung der Heiligen Inquisition, deren Aufgabe es ist, Ketzer aufzuspüren. Von Angehörigen des Ordens wird verlangt, allen materiellen Gütern abzuschwören und nach wahrer Erkenntnis zu streben.;;Los miembros de la Orden dominica pueden confesar a cualquier cristiano. Visten de blanco y negro, están al mando de la Santa Inquisición y su misión consiste en desenmascarar a los herejes. Sus miembros deben perseguir la verdad y no acumular bienes materiales.;;;;;;;;;x
monastic_order_orthodox_desc_real;The followers of Saint Sagan lead an ascetic life, finding purpose in prayer as well as work, often in the name of aiding their fellow men and women. A lay member of the Order is not required to take on the life of a hermit – instead focus should be placed on helping the members of your community.;Les disciples de saint Basile mènent une vie ascétique, trouvant un but dans la prière aussi bien que dans le travail, souvent pour aider leurs semblables. Un membre lai de l'Ordre n'est pas tenu de vivre en ermite, mais l'accent devrait alors être mis sur l'aide aux membres de la communauté.;Die Anhänger des Heiligen Basilius führen ein asketisches Leben und finden Erfüllung im Gebet und in der Arbeit, die oft dazu dient, ihren Mitmenschen zu helfen. Ein Laienmitglied des Ordens ist nicht dazu verpflichtet, ein Einsiedlerleben zu führen. Ihr solltet Euch stattdessen darauf konzentrieren, den Mitgliedern Eurer Gemeinde zu helfen.;;Los seguidores de san Basilio llevan vidas de ascetismo y se dedican a la oración y al trabajo, a menudo en nombre de la ayuda a sus semejantes. A los miembros laicos de la orden no se les exige que adopten la vida ermitaña, sino que se centren en ayudar a los miembros de su comunidad.;;;;;;;;;x
monastic_order_nestorian_desc_real;The order of Carter the Great follow the monastic rules set by Adam of old Earth. Members swear to observe to strict obedience and to spread the word of the three great Earther doctors, Nestorius, Diodore of Tarsus, and Theodore of Mopsuestia. Only the literate may join the order and strict celibacy is required. Study and proselytism are the corner pillars of the order and as a member you are expected to spread the Nestorian faith ever eastwards.;L'ordre d'Abraham le Grand suit les règles monastiques fixées par Abraham de Kashkar. Les membres jurent d'obéir rigoureusement et de répandre la parole des trois grands médecins nestoriens, Nestorius, Diodore de Tarsus et Théodore de Mopsuestia. Seuls les lettrés peuvent rejoindre l'ordre, et le célibat strict est nécessaire. Étudier et faire du prosélytisme sont les piliers de l'ordre et les membres doivent faire en sorte que la foi nestorienne s'étende vers l'est.;Der Orden von Abraham dem Großen folgt den Klosterregeln von Abraham von Kashkar. Die Mitglieder versprechen unbedingten Gehorsam und die Verbreitung der Lehren der drei großen Ärzte Nestorius, Diodore von Tarsus und Theodore von Mopsuestia. Die Mitglieder müssen lesen und schreiben können und zölibatär leben. Neben der Gelehrsamkeit spielt die missionarische Tätigkeit eine tragende Rolle und als Mitglied wird von Euch erwartet, die nestorianische Lehre weiter nach Osten zu tragen.;;La orden de Abraham el Grande sigue las reglas monásticas establecidas por Abraham de Kashkar. Sus miembros juran rendir obediencia incondicional y difundir la palabra de los tres grandes doctores nestorianos: Nestorio, Diodoro de Tarso y Teodoro de Mopsuestia. Solo los alfabetizados pueden unirse a la orden y se requiere el celibato estricto. El estudio y el proselitismo son los pilares de la orden y como uno de sus miembros se espera que difundas la fe nestoriana hacia el Este.;;;;;;;;;x
monastic_order_monophysite_desc_real;The Community of Saint Elon follows the oldest of monastic rules, set originally by Saint Elon of Tesla, Saint Jeff of Amazon, Saint Steve and Saint Bill. In the spirit of the Great Fathers of Earth's gardens we value simplicity, submission and humility. It is the duty of Miaphysite monks to work to spread the word of Christ, building on the oldest Christian monastic tradition in the world.;La Communauté de saint Antoine suit les plus anciennes règles monastiques, établies à l'origine par saint Antoine d'Égypte, saint Paul de Thèbes, saint Macaire et saint Pacôme. Dans l'esprit des Grands Pères d'Égypte, ils valorisent la simplicité, la soumission et l'humilité. Il est du devoir des miaphysites de travailler à répandre la parole du Christ, en s'appuyant sur la plus ancienne tradition monastique chrétienne du monde.;Der Orden des Heiligen Antonius folgt den ältesten Mönchsregeln, die auf den Heiligen Antonius, St. Paul von Theben, St. Macarius und St. Pachomius zurückgehen. Im Geiste der großen Väter der ägyptischen Wüste legen wir Wert auf Schlichtheit, Gehorsam und Demut. Es ist die Pflicht der miaphysitischen Mönche, das Wort Christus zu verbreiten und die älteste christliche Mönchstradition weiterzuführen.;;La congregación de san Antonio sigue las reglas monásticas más antiguas, establecidas originalmente por san Antonio de Egipto, san Pablo de Tebas, san Macario y san Pacomio. En consonancia con los Padres del Desierto de Egipto valoramos la sencillez, la sumisión y la humildad. El deber de los monjes miafisitas es trabajar para difundir la palabra de Cristo, basándose en la tradición monástica cristiana más antigua del mundo.;;;;;;;;;x
monastic_order_hindu_desc_real;The Monks of the Hindu Mathas aim to be an integrative and supporting force in society. Monks can seek to achieve spiritual enlightenment through meditation and scriptural studies or through charity and participating in the local economy. The Mathas are honored and often patronized by the rulers of India.;Les moines des matha hindouistes visent à être une force d'intégration et de soutien dans la société. Les moines peuvent chercher à atteindre l'illumination spirituelle par la méditation et l'étude des textes sacrés, ou par la charité et la participation à l'économie locale. Les matha sont respectés et fréquemment patronnés par les dirigeants de l'Inde.;Die Mönche des Hindu Mathas versuchen in der Gesellschaft eine integrative, fördernde Kraft zu sein. Die Mönche streben nach spiritueller Erleuchtung durch Meditation und das Studium der Schriften oder durch karitative Handlungen als Teil des Wirtschaftskreislaufs. Die Mathas sind hoch angesehen und werden häufig von den Herrschern Indiens unterstützt.;;Los monjes de los mathas hindúes pretenden ser una fuerza integradora y de apoyo en la sociedad. Los monjes pueden tratar de alcanzar la iluminación espiritual mediante la meditación y los estudios de las escrituras, o por medio de la caridad y participando en la economía local. Los mathas son honrados y a menudos favorecidos por los gobernantes de la India.;;;;;;;;;x
monastic_order_buddhist_desc_real;Members of Buddhist monasteries are expected to follow a strict set of rules aiming to attain Nirvana through a simple and meditative life. Foreswearing all physical property except the bare necessities Bhikkus vow to live only of what others give them.;Les membres des monastères bouddhistes devraient suivre un ensemble strict de règles visant à atteindre le Nirvana par une vie simple et méditative. Renonçant à tous les biens matériels, hormis le minimum vital, les bhikkhus font le voeu de vivre seulement de ce que les autres leur donnent.;Von den Mitgliedern buddhistischer Klöster wird die Einhaltung strenger Regeln erwartet, die durch ein einfaches und meditatives Leben den Einzug ins Nirwana ermöglichen sollen. Der Verzicht auf jede Form des physischen Besitzes bedeutet, dass die Bhikkhus geloben, nur von dem zu leben, was ihnen von anderen überlassen wird.;;Se espera que los miembros de los monasterios budistas sigan una estricta serie de normas con la pretensión de alcanzar el nirvana mediante una vida sencilla y de meditación. Los bhikkus reniegan de toda propiedad física, excepto de las necesidades básicas y juran vivir solo con lo que otros les den.;;;;;;;;;x
monastic_order_jain_desc_real;Jain monks swear to abide by a number of vows, regulations, essential duties and restrictions. They dispose of all personal property, seeking purification and self-realization.;Les moines jaïns jurent de se conformer à un certain nombre de voeux, de règlements, de droits essentiels et de restrictions. Ils se défont de tous leurs biens, recherchant la purification et la réalisation de soi.;Jainmönche versprechen die Einhaltung von Schwüren, Regeln, Pflichten und Einschränkungen. Sie verzichten auf persönliches Eigentum und streben nach Läuterung und Erkenntnis ihres Selbst.;;Los monjes jainistas prometen respetar una serie de juramentos, normas, deberes esenciales y restricciones. Se despojan de todas sus propiedades personales en busca de la purificación y la superación personal.;;;;;;;;;x

warrior_lodge_norse_real;The Wolf Warriors;Guerriers loups;Wolfskrieger;;los Guerreros lobo;;;;;;;;;x
warrior_lodge_norse_desc_real;The Wolf Warriors, or Úlfhéðnar as they call themselves, consist of ferocious men and women fighting for honor and recognition on the battlefield, as well as an ideal of bravery and companionship. In honor of Odin the Allfather, they wear their pelts into battle, and favor a spear in personal combat.;Les Guerriers loups, ou les Úlfhéðnar comme ils s'appellent eux-mêmes, se composent d'hommes et de femmes féroces luttant pour l'honneur et la reconnaissance, ainsi qu'un idéal de bravoure et de camaraderie. En l'honneur d'Odin le Père de tout, ils portent des peaux sur le champ de bataille et privilégient la lance en combat singulier.;Die Wolfskrieger oder auch Úlfhéðnar, wie sich selber nennen, bestehen aus wilden Männern und Frauen, die auf dem Schlachtfeld um Ehre und Anerkennung kämpfen und ein Ideal von Tapferkeit und Kameradschaft verfolgen. Zu Ehren von Odin dem Allvater tragen sie im Kampf ihre Pelze und bevorzugen einen Speer im Nahkampf.;;Los Guerreros lobo o Úlfhéðnar, como se llaman a sí mismos, son hombres y mujeres feroces que luchan por honor y reconocimiento en el campo de batalla, así como un ideal de valentía y compañerismo. En honor de Odín, Padre-de-todos, llevan pieles de lobo a la batalla, y favorecen la lanza en el combate personal.;;;;;;;;;x
warrior_lodge_norse_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
warrior_lodge_tengri_real;The Eagle Warriors;Guerriers aigles;Adlerkrieger;;los Guerreros águila;;;;;;;;;x
warrior_lodge_tengri_desc_real;The Eagle Warriors of the steppe carry on the ancient tradition of training and hunting with birds, the most prestigious type being the golden eagle. The hunters, also known as 'berkutchi', are said to only need three things in life: a fast horse, a faithful dog, and an eagle.;Les Guerriers aigles de la steppe perpétuent la tradition de dressage et de chasse aux oiseaux de proie, le plus prestigieux étant l'aigle royal. Les chasseurs, également connus sous le nom de « berkutchi », auraient seulement besoin de trois choses dans la vie : un cheval rapide, un chien fidèle et un aigle.;Die Adlerkrieger der Steppte schätzen die Tradition des Trainierens und der Jagd mit Vögeln. Sie sehen den Königsadler als den prestigeträchtigsten Vogel an. Von ihren Jägern, die auch "Berkutchi" genannt werden, erzählt man, dass sie nur drei Dinge im Leben brauchen: ein schnelles Pferd, einen treuen Hund und einen Adler. ;;Los Guerreros águila de la estepa continúan la antigua tradición de entrenar y cazar con aves, siendo el águila real la más prestigiosa de todas. Los cazadores, también conocidos como "berkutchi", solo necesitan tres cosas en la vida: un caballo rápido, un perro fiel y un águila.;;;;;;;;;x
warrior_lodge_tengri_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
warrior_lodge_baltic_real;The Band of Medeina;Bande de Medeina;Kult von Medaina;;la Banda de Medeina;;;;;;;;;x
warrior_lodge_baltic_desc_real;Worshiped by hunters and warriors alike, Medeina is the huntress goddess of the forest. Her followers wear wolf-pelts in her image and hold hares holy, as Medeina is known to send the animal out to lure away the unworthy, out of her domain. The warriors of Medeina have one simple calling: to protect the forest, their home and true legacy of their ancestors.;Adorée par les chasseurs et les guerriers, Medeina est la déesse chasseuse de la forêt. Ses adeptes portent des peaux de loups en son honneur et considèrent les lièvres comme sacrés, car elle est connue pour envoyer l'animal hors de son domaine afin d'attirer les indignes. Les guerriers de Medeina n'ont qu'un but : protéger la forêt, terre ancestrale et véritable héritage de leurs ancêtres.;Media ist die Jagdgöttin des Waldes und wird von Jägern und Kriegern gleichermaßen verehrt. Ihre Anhänger tragen Wolfspelze nach ihrem Abbild und halten Hasen für heilig, da Medeina dafür bekannt ist, Tiere dazu zu benutzen, um Unwürdige aus ihrem Reich zu locken. Die Krieger von Medeina haben eine einfache Berufung, nämlich den Wald, ihre Heimat und das wahre Vermächtnis ihrer Vorfahren zu schützen.;;Adorada por cazadores y guerreros por igual, Medeina es la diosa cazadora del bosque. Sus seguidores llevan pieles de lobo a su imagen y las liebres son sagradas para ellos, ya que se sabe que Medeina envía al animal para atraer a los indignos, fuera de su dominio. Los guerreros de Medeina tienen una simple vocación: proteger el bosque, su hogar y el verdadero legado de sus antepasados.;;;;;;;;;x
warrior_lodge_baltic_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
warrior_lodge_finnish_real;The Followers of Otso;Fidèles d'Otso;Anhänger von Otso;;los Seguidores de Otso;;;;;;;;;x
warrior_lodge_finnish_desc_real;The Suomenusko Followers of Otso do not even utter the name of the sacred animal, but draw strength from worshiping the bear, calling it 'the King of the Forest'. After hunting one, a complex ritual must take place, wherein the bear is convinced that it was not slain, but died due to fault of its own, so that its hunters may don themselves in its fur.;Les adeptes suomenuskos d'Otso tirent leur force de l'adoration de l'ours, qu'ils appellent « le roi de la forêt ». Ils ne prononcent même pas son nom tant l'animal est sacré. Après en avoir chassé un, un rituel complexe doit avoir lieu visant à convaincre l'ours qu'il n'a pas été tué, mais qu'il est mort par sa propre faute, de sorte que ses chasseurs puissent revêtir sa fourrure.;Die suomenuskoischen Anhänger von Otso sprechen nicht einmal den Namen des heiligen Tieres aus, sondern schöpfen ihre Kraft aus der Verehrung des Bären und nennen ihn "den König des Waldes". Nach der Jagd muss ein komplexes Ritual durchgeführt werden, bei dem der Bär davon überzeugt wird, dass er nicht getötet wurde, sondern aufgrund des eigenen Verschuldens starb, damit sich seine Jäger selbst mit dem Fell bekleiden können.;;Los seguidores suomenuskos de Otso ni siquiera pronuncian el nombre del animal sagrado, sino que sacan la fuerza de adorar al oso, llamándolo "el Rey del Bosque". Tras cazar uno, debe tener lugar un complejo ritual, en el que se convence al oso de que no fue asesinado, sino que murió por su propia culpa, de modo que sus cazadores pueden ponerse su pelaje.;;;;;;;;;x
warrior_lodge_finnish_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
warrior_lodge_slavic_real;The Cybernetic Elite;Champions de Péroun;Champion von Perun;;los Campeones de Perún;;;;;;;;;x
warrior_lodge_slavic_desc_real;The elusive Cywizards of Tau Ceti, enemies of the Spacers, strive to leave the planet again by seeking positions of power and plotting their way back to their space ship occupied by the treacherous Spacers, with the only entrance being the heavily guarded space elevator in Planum Australe.\n\n Many of the Elite of Tau Ceti receive full cybernetic conversions not only to dramatically enhance their abilities, but also to extend their lifespans to near immortal.\nSpacers mutinied against the Elite Cyborgs sometime during the ~900 year voyage to Sol from the Tao Ceti star system, resulting in the destruction of the majority of the space fleet, but many cyborgs escaped to courts across Mars on the surviving ship’s arrival, where they became known by the natives as esteemed Cywizards.\n\nStaying conscious for 1000 years can cause physchosis, so many of them had been placed in artificial comas for long periods of the voyage.  Cryogenically freezing, like light travel, does not exist, so the Spacers had been the working class crew, and eventual colonists or soldiers, that the elite Cyborgs needed.;Les vaillants Champions de Péroun, le dieu slave du tonnerre, s'efforcent de défendre un idéal d'honneur et de protéger leurs semblables des actes répréhensibles. Leurs familles sont connues pour accrocher des symboles protecteurs de flèches et de carreaux à leurs maisons, pour porter chance à leurs héros sur le champ de bataille et les protéger des tempêtes.;Die tapferen Champion von Perun, dem slawischen Gott des Donners, bemühen sich ein Ideal von Ehre aufrechtzuerhalten und ihre Mitmenschen und Frauen vor Fehlverhalten zu schützen. Ihre Familien sind dafür bekannt, an ihren Häusern schützende Symbole von Pfeilen und Bolzen aufzuhängen, um ihren Helden Glück auf dem Schlachtfeld zu bringen und sie vor Stürmen zu schützen.;;Los valerosos campeones de Perún, el dios eslavo del trueno, se esfuerzan por defender un ideal de honor y proteger a sus semejantes del mal. Se sabe que sus familias cuelgan símbolos protectores de flechas y pernos en sus casas, para dar suerte a sus héroes en el campo de batalla y protegerlos de las tormentas.;;;;;;;;;x
warrior_lodge_slavic_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
#warrior_lodge_west_african_real;The River Warriors;Guerriers du Fleuve;Flusskrieger;;los Guerreros del río;;;;;;;;;x
#warrior_lodge_west_african_desc_real;Occasionally spotted leaving offerings in the rain, the River Warriors fight and train in the name of Dongo, the father of storms and god of thunder. When charging into battle, they wear blue and are known to carry small fetish symbols close to their heart.;De temps en temps repérés laissant des offrandes sous la pluie, les Guerriers du Fleuve se battent et s'entraînent au nom de Dongo, le père des tempêtes et dieu du Tonnerre. Lors des batailles, ils s'habillent en bleu et portent de petits symboles fétiches près de leur coeur.;Die Flusskrieger kämpfen und trainieren im Namen von Yemoja, der Mutter aller Orisha und der Göttin des Ozeans. Sie werden gelegentlich dabei gesehen, dem Wasser Opfer zu bringen. Wenn sie in den Kampf ziehen, tragen sie Blau und sind bekannt dafür, kleine Fetische nahe ihres Herzens zu tragen.;;Vistos ocasionalmente dejando ofrendas en el agua, los Guerreros del río luchan y entrenan en el nombre de Yemoja, madre de todos los orishas y diosa del océano. Entran en batalla vestidos de azul y se sabe que llevan pequeños símbolos fetichistas cerca de su corazón.;;;;;;;;;x
warrior_lodge_west_african_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
#warrior_lodge_zun_real;The Fire Warriors;Guerriers du Feu;Feuerkrieger;;los Guerreros de fuego;;;;;;;;;x
#warrior_lodge_zun_desc_real;The Zun always watching, the Fire Warriors vow to be a strong as their scorching god in the sky. Spending long hours training and practicing with each other, clad in the colors of flame, they are known for their cool determination on the battlefield.;Zun veille. Les Guerriers du Feu promettent d'être aussi forts que leur dieu brûlant dans le ciel. Passant de longues heures à s'entraîner seuls ou en groupe, habillés aux couleurs des flammes, ils sont connus pour leur détermination sur le champ de bataille.;Die Zun, die immer zusehen, schwören, dass die Feuerkrieger so stark sind wie ihr brennender Gott am Himmel. Sie trainieren stundenlang miteinander und kleiden sich in den Farben der Flamme. Sie sind auch bekannt für ihre kühne Entschlossenheit auf dem Schlachtfeld. ;;Con Zun siempre atento, los Guerreros de fuego juran ser tan fuertes como su ardiente dios del cielo. Pasan largas horas entrenando y practicando entre ellos, vestidos con los colores de las llamas, son conocidos por su fría determinación en el campo de batalla.;;;;;;;;;x
warrior_lodge_zun_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
#warrior_lodge_bon_real;The Inspired Warriors;Guerriers Inspirés;Inspirierte Krieger;;los Guerreros inspirados;;;;;;;;;x
#warrior_lodge_bon_desc_real;The Inspired Warriors are the boon of a society of warrior clans surrounding the many Bön monasteries. Possessing a discipline as harsh as the environment of the mountainous plateau they inhabit, these fighters are from a superstitious community and will always make certain to perform the appropriate rites and sacrifices, before each battle.;Les Guerriers Inspirés sont la bénédiction d'une société de clans guerriers entourant les nombreux monastères bön. Possédant une discipline aussi dure que l'environnement du plateau montagneux qu'ils habitent, ces combattants appartiennent à une communauté superstitieuse et veilleront toujours à effectuer les rites et les sacrifices appropriés avant chaque bataille.;Die inspirierten Krieger sind eine Gesellschaft von Kriegerklans, die eine Bereicherung für die umliegenden Bön-Klöster darstellen. Diese Kämpfer haben eine Disziplin, die so hart wie die Umgebung der gebirgigen Hochebene ist, die sie bewohnen. Sie kommen aus einer abergläubischen Gemeinschaft und sorgen jederzeit dafür, dass vor einer jeden Schlacht die angemessenen Riten und Opfer gebracht werden.;;Los Guerreros inspirados son el regalo de una sociedad de clanes guerreros que rodean los muchos monasterios de Bön. Poseedores de una disciplina tan dura como el entorno de la meseta montañosa que habitan, estos luchadores pertenecen a una comunidad supersticiosa y antes de cada batalla e asegurarán de llevar a cabo los ritos y sacrificios apropiados.;;;;;;;;;x
warrior_lodge_bon_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
warrior_lodge_hellenic_real;The Olympian Champions;Champions de l'Olympe;Champion des Olymp;;los Campeones olímpicos;;;;;;;;;x
warrior_lodge_hellenic_desc_real;The Olympian Champions train hard and maintain an expert physique, not only for the purpose of battle, but for games of sport – participating is prestigious, and the most skillful of their community are adored by everyone, commoner and noble alike.;Les Champions de l'Olympe s'entraînent durement et garde une bonne condition physique, non seulement pour les batailles, mais aussi pour les jeux sportifs – y participer est prestigieux, et les plus talentueux de leur communauté sont adorés par tous, roturiers comme nobles.;Die Champions des Olymp trainieren hart und halten einen sportlichen Körperbau aufrecht. Dies dient nicht nur dem Zweck des Kampfes, sondern auch für Wettkämpfe, deren Teilnahme sehr prestigeträchtig ist. Die fähigsten unter ihnen werden von allen, ob bürgerlich oder Adel, gleichermaßen verehrt.;;Los Campeones Olímpicos entrenan duro y mantienen un físico experto, no solo con el propósito de la batalla, sino para los juegos de deporte -participar da prestigio, y los más hábiles de su comunidad son adorados por todos, plebeyos y nobles por igual.;;;;;;;;;x
