province;red;green;blue;x;x
79;217;242;89;Province0079;x
80;238;38;68;Province0080;x
81;114;21;81;Province0081;x
82;115;91;112;Province0082;x
83;110;94;101;Province0083;x
84;71;129;123;Province0084;x
85;251;209;112;Province0085;x
86;212;215;55;Province0086;x
87;122;137;16;Province0087;x
88;138;161;89;Province0088;x
89;142;108;89;Province0089;x
90;252;70;91;Province0090;x
91;176;82;1;Province0091;x
92;195;16;54;Province0092;x
93;178;152;85;Province0093;x
94;191;49;101;Province0094;x
95;68;211;53;Province0095;x
96;205;191;19;Province0096;x
97;221;60;24;Province0097;x
98;191;93;114;Province0098;x
99;161;193;53;Province0099;x
100;109;25;99;Province0100;x
101;66;48;8;Province0101;x
102;124;41;83;Province0102;x
103;186;177;78;Province0103;x
104;234;188;35;Province0104;x
105;187;111;43;Province0105;x
106;68;8;78;Province0106;x
107;174;205;45;Province0107;x
108;183;74;126;Province0108;x
109;91;147;59;Province0109;x
110;83;98;101;Province0110;x
111;199;242;41;Province0111;x
112;126;225;48;Province0112;x
113;64;98;39;Province0113;x
114;161;153;36;Province0114;x
115;207;183;9;Province0115;x
116;131;239;99;Province0116;x
117;208;208;110;Province0117;x
118;236;82;20;Province0118;x
119;121;161;62;Province0119;x
120;205;213;118;Province0120;x
121;68;234;80;Province0121;x
122;82;60;71;Province0122;x
123;171;160;89;Province0123;x
124;104;154;42;Province0124;x
125;149;191;87;Province0125;x
126;225;177;7;Province0126;x
127;235;175;40;Province0127;x
128;216;135;119;Province0128;x
129;229;218;31;Province0129;x
130;229;69;12;Province0130;x
131;137;144;102;Province0131;x
132;131;207;26;Province0132;x
133;210;160;41;Province0133;x
134;82;37;5;Province0134;x
135;97;140;20;Province0135;x
136;82;196;8;Province0136;x
137;246;103;56;Province0137;x
138;110;172;12;Province0138;x
139;161;117;50;Province0139;x
140;249;25;26;Province0140;x
141;212;70;122;Province0141;x
142;226;247;20;Province0142;x
143;199;53;65;Province0143;x
144;192;201;79;Province0144;x
145;75;62;70;Province0145;x
146;186;128;93;Province0146;x
147;102;200;93;Province0147;x
148;69;197;71;Province0148;x
149;207;151;79;Province0149;x
150;84;210;5;Province0150;x
151;194;186;60;Province0151;x
152;190;111;87;Province0152;x
153;228;69;36;Province0153;x
154;234;118;84;Province0154;x
155;254;249;52;Province0155;x
156;224;37;79;Province0156;x
157;232;139;36;Province0157;x
158;84;190;16;Province0158;x
159;90;92;50;Province0159;x
160;252;172;115;Province0160;x
161;71;42;101;Province0161;x
162;168;2;58;Province0162;x
163;220;223;62;Province0163;x
164;130;41;123;Province0164;x
165;83;1;76;Province0165;x
166;115;249;112;Province0166;x
167;157;177;65;Province0167;x
168;86;160;102;Province0168;x
169;108;95;21;Province0169;x
170;102;145;73;Province0170;x
171;214;181;88;Province0171;x
172;162;155;87;Province0172;x
173;161;254;91;Province0173;x
174;102;84;113;Province0174;x
175;79;122;97;Province0175;x
176;137;89;75;Province0176;x
177;110;32;99;Province0177;x
178;98;212;21;Province0178;x
179;206;131;115;Province0179;x
180;91;103;125;Province0180;x
181;225;66;3;Province0181;x
182;71;39;20;Province0182;x
183;115;18;14;Province0183;x
184;116;3;96;Province0184;x
185;132;139;80;Province0185;x
186;129;47;120;Province0186;x
187;223;227;67;Province0187;x
188;242;156;91;Province0188;x
189;83;53;105;Province0189;x
190;95;29;4;Province0190;x
191;96;166;10;Province0191;x
192;207;63;10;Province0192;x
193;208;13;106;Province0193;x
194;229;183;106;Province0194;x
195;198;133;49;Province0195;x
196;206;34;37;Province0196;x
197;129;160;57;Province0197;x
198;86;84;54;Province0198;x
199;64;159;45;Province0199;x
200;164;199;94;Province0200;x
201;113;129;78;Province0201;x
202;102;110;16;Province0202;x
203;99;234;40;Province0203;x
204;127;89;0;Province0204;x
205;64;192;20;Province0205;x
206;99;157;66;Province0206;x
207;233;232;74;Province0207;x
208;219;160;83;Province0208;x
209;245;234;82;Province0209;x
210;184;135;44;Province0210;x
211;160;46;65;Province0211;x
212;240;10;118;Province0212;x
213;158;138;106;Province0213;x
214;80;217;110;Province0214;x
215;113;250;96;Province0215;x
216;254;120;31;Province0216;x
217;141;152;74;Province0217;x
218;71;234;23;Province0218;x
219;120;226;47;Province0219;x
220;163;104;98;Province0220;x
221;224;72;57;Province0221;x
222;178;185;94;Province0222;x
223;154;224;106;Province0223;x
224;110;4;43;Province0224;x
225;175;8;8;Province0225;x
226;238;82;125;Province0226;x
227;90;81;48;Province0227;x
228;210;12;49;Province0228;x
229;180;224;82;Province0229;x
230;93;96;13;Province0230;x
231;83;146;61;Province0231;x
232;254;106;96;Province0232;x
233;178;247;61;Province0233;x
234;181;166;106;Province0234;x
235;111;162;24;Province0235;x
236;200;36;106;Province0236;x
237;146;99;1;Province0237;x
238;200;176;57;Province0238;x
239;87;92;6;Province0239;x
240;221;18;111;Province0240;x
241;234;106;64;Province0241;x
242;151;122;22;Province0242;x
243;170;190;17;Province0243;x
244;236;68;22;Province0244;x
245;211;192;111;Province0245;x
246;145;68;80;Province0246;x
247;246;59;27;Province0247;x
248;101;100;36;Province0248;x
249;179;145;116;Province0249;x
250;101;205;51;Province0250;x
251;141;235;81;Province0251;x
252;162;147;55;Province0252;x
253;230;179;90;Province0253;x
254;243;81;12;Province0254;x
255;245;87;106;Province0255;x
256;69;91;23;Province0256;x
257;85;216;47;Province0257;x
258;229;115;5;Province0258;x
259;162;128;38;Province0259;x
260;180;58;42;Province0260;x
261;247;81;54;Province0261;x
262;118;251;54;Province0262;x
263;66;3;10;Province0263;x
264;80;231;28;Province0264;x
265;66;147;21;Province0265;x
266;80;202;38;Province0266;x
267;242;33;89;Province0267;x
268;168;88;100;Province0268;x
269;89;191;21;Province0269;x
270;210;229;126;Province0270;x
271;108;248;92;Province0271;x
272;194;137;120;Province0272;x
273;74;2;126;Province0273;x
274;136;153;23;Province0274;x
275;98;107;25;Province0275;x
276;122;226;44;Province0276;x
277;171;11;57;Province0277;x
278;120;232;12;Province0278;x
279;211;173;27;Province0279;x
280;92;164;0;Province0280;x
281;217;171;58;Province0281;x
282;64;65;59;Province0282;x
283;213;10;15;Province0283;x
284;96;43;105;Province0284;x
285;226;19;77;Province0285;x
286;66;89;118;Province0286;x
287;156;248;7;Province0287;x
288;79;113;97;Province0288;x
289;71;71;79;Province0289;x
290;130;161;21;Province0290;x
291;227;124;32;Province0291;x
292;245;244;10;Province0292;x
293;206;12;8;Province0293;x
294;105;50;31;Province0294;x
295;243;103;45;Province0295;x
296;125;145;11;Province0296;x
297;89;177;6;Province0297;x
298;253;85;45;Province0298;x
299;166;46;69;Province0299;x
300;232;93;73;Province0300;x
301;177;25;102;Province0301;x
302;240;23;76;Province0302;x
303;208;248;96;Province0303;x
304;91;154;41;Province0304;x
305;240;164;121;Province0305;x
306;228;34;47;Province0306;x
307;126;140;46;Province0307;x
308;202;249;10;Province0308;x
309;83;224;0;Province0309;x
310;167;8;54;Province0310;x
311;166;35;12;Province0311;x
312;100;55;97;Province0312;x
313;229;52;71;Province0313;x
314;98;208;116;Province0314;x
315;196;66;85;Province0315;x
316;212;228;104;Province0316;x
317;133;61;102;Province0317;x
318;170;36;58;Province0318;x
319;210;78;54;Province0319;x
320;70;163;25;Province0320;x
321;157;62;85;Province0321;x
322;81;181;60;Province0322;x
323;151;208;14;Province0323;x
324;204;176;106;Province0324;x
325;111;86;84;Province0325;x
326;88;238;25;Province0326;x
327;147;49;32;Province0327;x
328;151;156;32;Province0328;x
329;124;95;14;Province0329;x
330;82;167;7;Province0330;x
331;228;28;101;Province0331;x
332;203;110;46;Province0332;x
333;175;203;89;Province0333;x
334;70;234;52;Province0334;x
335;120;189;33;Province0335;x
336;222;26;82;Province0336;x
337;239;9;70;Province0337;x
338;225;53;34;Province0338;x
339;129;175;20;Province0339;x
340;247;56;64;Province0340;x
341;195;199;7;Province0341;x
342;139;118;113;Province0342;x
343;249;129;92;Province0343;x
344;90;92;80;Province0344;x
345;198;207;98;Province0345;x
346;215;72;17;Province0346;x
347;128;196;53;Province0347;x
348;181;254;68;Province0348;x
349;109;16;16;Province0349;x
350;73;73;119;Province0350;x
351;133;168;48;Province0351;x
352;186;47;9;Province0352;x
353;181;28;74;Province0353;x
354;210;140;27;Province0354;x
355;201;99;41;Province0355;x
356;97;125;71;Province0356;x
357;168;117;24;Province0357;x
358;172;245;50;Province0358;x
359;77;20;74;Province0359;x
360;72;101;15;Province0360;x
361;224;189;93;Province0361;x
362;164;78;119;Province0362;x
363;186;17;31;Province0363;x
364;102;150;50;Province0364;x
365;181;59;111;Province0365;x
366;108;83;4;Province0366;x
367;201;37;118;Province0367;x
368;219;230;52;Province0368;x
369;89;28;82;Province0369;x
370;212;165;27;Province0370;x
371;246;240;118;Province0371;x
372;101;123;112;Province0372;x
373;194;81;44;Province0373;x
374;161;181;87;Province0374;x
375;150;38;85;Province0375;x
376;253;231;11;Province0376;x
377;168;7;104;Province0377;x
378;122;16;85;Province0378;x
379;140;79;29;Province0379;x
380;98;99;9;Province0380;x
381;81;127;30;Province0381;x
382;219;76;70;Province0382;x
383;73;145;76;Province0383;x
384;167;26;30;Province0384;x
385;150;75;23;Province0385;x
386;92;240;24;Province0386;x
387;112;236;112;Province0387;x
388;71;185;104;Province0388;x
389;181;212;97;Province0389;x
390;180;28;49;Province0390;x
391;121;129;40;Province0391;x
392;111;226;61;Province0392;x
393;116;167;97;Province0393;x
394;242;122;60;Province0394;x
395;101;140;2;Province0395;x
396;217;247;113;Province0396;x
397;181;252;54;Province0397;x
398;86;94;64;Province0398;x
399;177;18;117;Province0399;x
400;166;247;105;Province0400;x
401;122;185;58;Province0401;x
402;226;4;113;Province0402;x
403;158;149;117;Province0403;x
404;142;159;78;Province0404;x
405;214;86;33;Province0405;x
406;108;73;2;Province0406;x
407;70;136;83;Province0407;x
408;219;227;0;Province0408;x
409;154;2;99;Province0409;x
410;241;209;110;Province0410;x
411;219;216;54;Province0411;x
412;186;13;70;Province0412;x
413;93;222;88;Province0413;x
414;132;131;71;Province0414;x
415;136;126;125;Province0415;x
416;105;93;108;Province0416;x
417;250;22;103;Province0417;x
418;156;207;55;Province0418;x
419;110;181;84;Province0419;x
420;92;5;109;Province0420;x
421;201;91;27;Province0421;x
422;114;185;46;Province0422;x
423;175;107;11;Province0423;x
424;227;102;77;Province0424;x
425;92;150;110;Province0425;x
426;246;195;104;Province0426;x
427;132;53;46;Province0427;x
428;65;76;21;Province0428;x
429;231;70;80;Province0429;x
430;113;51;80;Province0430;x
431;236;69;120;Province0431;x
432;229;163;7;Province0432;x
433;64;158;57;Province0433;x
434;161;242;20;Province0434;x
435;139;227;97;Province0435;x
436;251;149;44;Province0436;x
437;156;115;65;Province0437;x
438;95;78;56;Province0438;x
439;197;22;30;Province0439;x
440;247;103;110;Province0440;x
441;100;147;66;Province0441;x
442;91;83;90;Province0442;x
443;225;121;93;Province0443;x
444;158;165;43;Province0444;x
445;123;111;12;Province0445;x
446;252;59;85;Province0446;x
447;156;189;115;Province0447;x
448;116;80;82;Province0448;x
449;152;182;39;Province0449;x
450;83;163;19;Province0450;x
451;71;137;117;Province0451;x
452;96;117;112;Province0452;x
453;69;11;108;Province0453;x
454;93;101;80;Province0454;x
455;216;69;11;Province0455;x
456;181;147;73;Province0456;x
457;228;200;8;Province0457;x
458;234;35;106;Province0458;x
459;184;222;101;Province0459;x
460;85;168;2;Province0460;x
461;102;153;39;Province0461;x
462;234;95;59;Province0462;x
463;249;105;84;Province0463;x
464;155;47;71;Province0464;x
465;84;155;54;Province0465;x
466;104;177;12;Province0466;x
467;236;61;3;Province0467;x
468;176;178;63;Province0468;x
469;225;200;2;Province0469;x
470;240;82;54;Province0470;x
471;230;86;91;Province0471;x
472;151;176;31;Province0472;x
473;74;125;54;Province0473;x
474;170;146;121;Province0474;x
475;128;145;67;Province0475;x
476;179;109;69;Province0476;x
477;142;46;80;Province0477;x
478;181;36;90;Province0478;x
479;99;169;92;Province0479;x
480;232;86;60;Province0480;x
481;79;181;40;Province0481;x
482;126;36;108;Province0482;x
483;67;241;8;Province0483;x
484;178;5;83;Province0484;x
485;156;223;65;Province0485;x
486;141;232;38;Province0486;x
487;229;65;8;Province0487;x
488;210;156;111;Province0488;x
489;215;162;74;Province0489;x
490;189;55;34;Province0490;x
491;180;212;52;Province0491;x
492;124;128;42;Province0492;x
493;138;175;56;Province0493;x
494;239;93;9;Province0494;x
495;195;100;37;Province0495;x
496;156;147;98;Province0496;x
497;163;17;122;Province0497;x
498;142;235;35;Province0498;x
499;73;114;27;Province0499;x
500;136;70;111;Province0500;x
501;151;242;15;Province0501;x
502;96;105;27;Province0502;x
503;97;74;46;Province0503;x
504;199;132;68;Province0504;x
505;131;238;43;Province0505;x
506;244;45;61;Province0506;x
507;123;55;32;Province0507;x
508;126;91;101;Province0508;x
509;223;222;97;Province0509;x
510;238;240;65;Province0510;x
511;120;26;63;Province0511;x
512;166;195;12;Province0512;x
513;199;117;95;Province0513;x
514;171;53;105;Province0514;x
515;199;175;88;Province0515;x
516;77;73;38;Province0516;x
517;239;231;111;Province0517;x
518;219;120;30;Province0518;x
519;183;216;80;Province0519;x
520;225;188;35;Province0520;x
521;207;84;116;Province0521;x
522;247;192;35;Province0522;x
523;188;94;57;Province0523;x
524;69;230;123;Province0524;x
525;227;170;124;Province0525;x
526;80;85;73;Province0526;x
527;243;234;64;Province0527;x
528;114;141;2;Province0528;x
529;88;155;2;Province0529;x
530;222;200;45;Province0530;x
531;238;97;107;Province0531;x
532;131;105;86;Province0532;x
533;204;74;122;Province0533;x
534;243;131;108;Province0534;x
535;153;16;101;Province0535;x
536;139;195;112;Province0536;x
537;221;84;94;Province0537;x
538;168;244;115;Province0538;x
539;196;217;23;Province0539;x
540;68;129;31;Province0540;x
541;120;89;30;Province0541;x
542;181;69;5;Province0542;x
543;103;18;0;Province0543;x
544;72;13;26;Province0544;x
545;72;11;74;Province0545;x
546;201;20;98;Province0546;x
547;79;116;111;Province0547;x
548;227;103;45;Province0548;x
549;143;163;124;Province0549;x
550;108;40;36;Province0550;x
551;252;133;108;Province0551;x
552;203;240;112;Province0552;x
553;179;192;18;Province0553;x
554;207;93;21;Province0554;x
555;214;141;23;Province0555;x
556;155;19;115;Province0556;x
557;182;123;1;Province0557;x
558;162;45;51;Province0558;x
559;121;76;62;Province0559;x
560;181;226;87;Province0560;x
561;68;14;107;Province0561;x
562;243;57;106;Province0562;x
563;76;203;114;Province0563;x
564;252;19;81;Province0564;x
565;133;94;22;Province0565;x
566;81;9;74;Province0566;x
567;74;189;90;Province0567;x
568;191;71;56;Province0568;x
569;144;82;27;Province0569;x
570;196;212;58;Province0570;x
571;140;45;45;Province0571;x
572;206;171;99;Province0572;x
573;237;22;38;Province0573;x
574;88;213;103;Province0574;x
575;193;178;123;Province0575;x
576;210;48;89;Province0576;x
577;244;82;109;Province0577;x
578;215;200;97;Province0578;x
579;111;215;82;Province0579;x
580;180;62;16;Province0580;x
581;248;161;2;Province0581;x
582;118;165;90;Province0582;x
583;122;197;5;Province0583;x
584;245;245;66;Province0584;x
585;97;162;67;Province0585;x
586;237;140;43;Province0586;x
587;234;67;124;Province0587;x
588;163;35;77;Province0588;x
589;151;148;6;Province0589;x
590;135;196;102;Province0590;x
591;66;135;50;Province0591;x
592;77;243;75;Province0592;x
593;248;162;9;Province0593;x
594;207;135;16;Province0594;x
595;126;113;56;Province0595;x
596;89;109;62;Province0596;x
597;77;179;98;Province0597;x
598;102;169;48;Province0598;x
599;112;138;100;Province0599;x
600;171;253;109;Province0600;x
601;137;13;17;Province0601;x
602;170;239;8;Province0602;x
603;183;81;100;Province0603;x
604;98;73;74;Province0604;x
605;153;250;20;Province0605;x
606;136;212;65;Province0606;x
607;247;109;74;Province0607;x
608;79;95;33;Province0608;x
609;251;68;118;Province0609;x
610;212;210;51;Province0610;x
611;107;148;106;Province0611;x
612;148;226;24;Province0612;x
613;118;90;49;Province0613;x
614;103;44;116;Province0614;x
615;69;91;100;Province0615;x
616;105;130;40;Province0616;x
617;142;234;40;Province0617;x
618;97;233;76;Province0618;x
619;82;122;79;Province0619;x
620;203;28;81;Province0620;x
621;128;211;89;Province0621;x
622;231;135;81;Province0622;x
623;92;154;112;Province0623;x
624;169;129;88;Province0624;x
625;76;116;19;Province0625;x
626;212;35;110;Province0626;x
627;201;100;69;Province0627;x
628;104;100;81;Province0628;x
629;183;191;46;Province0629;x
630;159;120;102;Province0630;x
631;83;37;114;Province0631;x
632;194;67;121;Province0632;x
633;151;176;81;Province0633;x
634;112;251;92;Province0634;x
635;133;63;121;Province0635;x
636;232;135;108;Province0636;x
637;72;104;96;Province0637;x
638;239;147;116;Province0638;x
639;76;113;30;Province0639;x
640;92;235;9;Province0640;x
641;126;137;125;Province0641;x
642;213;25;28;Province0642;x
643;85;254;5;Province0643;x
644;90;79;36;Province0644;x
645;253;80;125;Province0645;x
646;76;187;48;Province0646;x
647;172;208;41;Province0647;x
648;113;189;67;Province0648;x
649;208;110;102;Province0649;x
650;134;176;72;Province0650;x
651;153;207;120;Province0651;x
652;205;47;72;Province0652;x
653;87;176;60;Province0653;x
654;154;41;47;Province0654;x
655;79;19;6;Province0655;x
656;102;182;120;Province0656;x
657;219;47;123;Province0657;x
658;122;180;56;Province0658;x
659;201;168;53;Province0659;x
660;163;121;18;Province0660;x
661;73;37;65;Province0661;x
662;103;64;10;Province0662;x
663;144;94;62;Province0663;x
664;86;124;90;Province0664;x
665;153;50;99;Province0665;x
666;93;228;19;Province0666;x
667;106;106;62;Province0667;x
668;196;188;99;Province0668;x
669;209;135;90;Province0669;x
670;110;109;1;Province0670;x
671;139;93;61;Province0671;x
672;235;113;118;Province0672;x
673;220;78;102;Province0673;x
674;141;24;52;Province0674;x
675;136;189;119;Province0675;x
676;198;82;38;Province0676;x
677;239;102;92;Province0677;x
678;87;144;113;Province0678;x
679;147;50;3;Province0679;x
680;221;2;86;Province0680;x
681;224;197;88;Province0681;x
682;217;114;61;Province0682;x
683;239;74;81;Province0683;x
684;219;61;10;Province0684;x
685;153;165;114;Province0685;x
686;134;180;45;Province0686;x
687;95;221;64;Province0687;x
688;163;121;65;Province0688;x
689;106;8;90;Province0689;x
690;237;105;102;Province0690;x
691;201;5;106;Province0691;x
692;244;215;106;Province0692;x
693;95;50;56;Province0693;x
694;75;29;52;Province0694;x
695;69;5;41;Province0695;x
696;183;241;65;Province0696;x
697;74;84;3;Province0697;x
698;147;167;74;Province0698;x
699;149;174;18;Province0699;x
700;158;4;112;Province0700;x
701;229;210;69;Province0701;x
702;145;236;49;Province0702;x
703;162;50;44;Province0703;x
704;105;63;57;Province0704;x
705;118;92;101;Province0705;x
706;134;79;90;Province0706;x
707;164;194;102;Province0707;x
708;85;200;83;Province0708;x
709;211;131;48;Province0709;x
710;164;217;125;Province0710;x
711;189;22;31;Province0711;x
712;66;207;112;Province0712;x
713;129;111;79;Province0713;x
714;250;32;15;Province0714;x
715;130;102;42;Province0715;x
716;190;150;43;Province0716;x
717;70;225;112;Province0717;x
718;105;203;45;Province0718;x
719;200;91;99;Province0719;x
720;199;238;18;Province0720;x
721;132;237;4;Province0721;x
722;97;128;66;Province0722;x
723;214;37;96;Province0723;x
724;220;167;106;Province0724;x
725;120;155;121;Province0725;x
726;78;80;73;Province0726;x
727;117;5;48;Province0727;x
728;71;237;76;Province0728;x
729;206;239;117;Province0729;x
730;237;115;118;Province0730;x
731;107;121;3;Province0731;x
732;87;36;53;Province0732;x
733;70;230;25;Province0733;x
734;243;47;117;Province0734;x
735;112;129;96;Province0735;x
736;164;5;85;Province0736;x
737;95;104;25;Province0737;x
738;138;241;73;Province0738;x
739;238;131;34;Province0739;x
740;131;9;105;Province0740;x
741;63;107;69;Province0741;x
742;99;175;82;Province0742;x
743;131;218;49;Province0743;x
744;223;11;54;Province0744;x
745;97;60;4;Province0745;x
746;163;63;13;Province0746;x
747;86;91;121;Province0747;x
748;169;1;84;Province0748;x
749;239;51;40;Province0749;x
750;80;53;37;Province0750;x
751;93;170;115;Province0751;x
752;118;74;105;Province0752;x
753;253;4;53;Province0753;x
754;204;29;7;Province0754;x
755;177;232;32;Province0755;x
756;80;159;25;Province0756;x
757;115;124;72;Province0757;x
758;184;85;96;Province0758;x
759;222;203;3;Province0759;x
760;248;15;99;Province0760;x
761;97;115;7;Province0761;x
762;77;7;15;Province0762;x
763;109;48;6;Province0763;x
764;178;177;24;Province0764;x
765;243;141;93;Province0765;x
766;208;146;77;Province0766;x
767;70;222;43;Province0767;x
768;145;186;98;Province0768;x
769;127;173;83;Province0769;x
770;123;215;80;Province0770;x
771;227;114;47;Province0771;x
772;193;156;24;Province0772;x
773;235;220;3;Province0773;x
774;252;75;34;Province0774;x
775;196;36;21;Province0775;x
776;249;119;82;Province0776;x
777;231;236;26;Province0777;x
778;139;111;44;Province0778;x
779;191;164;40;Province0779;x
780;183;247;43;Province0780;x
781;122;49;118;Province0781;x
782;196;157;36;Province0782;x
783;164;64;43;Province0783;x
784;248;212;91;Province0784;x
785;177;79;106;Province0785;x
786;158;82;45;Province0786;x
787;198;2;82;Province0787;x
788;196;212;109;Province0788;x
789;196;141;121;Province0789;x
790;193;64;81;Province0790;x
791;180;231;62;Province0791;x
792;197;234;54;Province0792;x
793;193;170;31;Province0793;x
794;150;81;91;Province0794;x
795;142;214;79;Province0795;x
796;173;111;68;Province0796;x
797;70;9;41;Province0797;x
798;198;149;94;Province0798;x
799;143;146;49;Province0799;x
800;206;207;22;Province0800;x
801;96;187;118;Province0801;x
802;157;164;41;Province0802;x
803;65;185;105;Province0803;x
804;84;45;5;Province0804;x
805;250;236;37;Province0805;x
806;86;124;112;Province0806;x
807;250;162;28;Province0807;x
808;228;116;1;Province0808;x
809;106;27;79;Province0809;x
810;125;37;99;Province0810;x
811;147;205;121;Province0811;x
812;153;47;103;Province0812;x
813;147;173;50;Province0813;x
814;229;159;118;Province0814;x
815;88;178;3;Province0815;x
816;205;60;38;Province0816;x
817;171;179;78;Province0817;x
818;91;117;75;Province0818;x
819;64;207;117;Province0819;x
820;101;211;106;Province0820;x
821;140;167;78;Province0821;x
822;130;75;87;Province0822;x
823;88;233;65;Province0823;x
824;136;230;88;Province0824;x
825;63;197;0;Province0825;x
826;90;77;102;Province0826;x
827;65;0;85;Province0827;x
828;70;243;74;Province0828;x
829;186;165;59;Province0829;x
830;73;1;41;Province0830;x
831;244;133;12;Province0831;x
832;208;145;99;Province0832;x
833;243;148;120;Province0833;x
834;139;63;107;Province0834;x
835;244;47;68;Province0835;x
836;111;188;123;Province0836;x
837;179;165;42;Province0837;x
838;221;96;73;Province0838;x
839;68;15;112;Province0839;x
840;250;241;57;Province0840;x
841;103;89;62;Province0841;x
842;153;171;49;Province0842;x
843;75;118;26;Province0843;x
844;247;88;4;Province0844;x
845;213;97;83;Province0845;x
846;116;13;97;Province0846;x
847;162;205;101;Province0847;x
848;115;26;100;Province0848;x
849;190;34;73;Province0849;x
850;241;169;37;Province0850;x
851;151;110;46;Province0851;x
852;202;237;84;Province0852;x
853;110;125;98;Province0853;x
854;198;178;100;Province0854;x
855;249;130;35;Province0855;x
856;152;80;121;Province0856;x
857;133;151;27;Province0857;x
858;182;35;7;Province0858;x
859;234;238;99;Province0859;x
860;115;140;95;Province0860;x
861;106;128;60;Province0861;x
862;133;80;84;Province0862;x
863;103;121;12;Province0863;x
864;189;214;65;Province0864;x
865;127;246;3;Province0865;x
866;165;123;43;Province0866;x
867;66;145;50;Province0867;x
868;112;17;48;Province0868;x
869;227;225;84;Province0869;x
870;109;88;28;Province0870;x
871;230;107;30;Province0871;x
872;137;176;125;Province0872;x
873;85;160;77;Province0873;x
874;141;96;49;Province0874;x
875;213;159;69;Province0875;x
876;130;36;7;Province0876;x
877;150;209;74;Province0877;x
878;142;114;12;Province0878;x
879;190;223;0;Province0879;x
880;157;190;97;Province0880;x
881;205;15;54;Province0881;x
882;183;172;70;Province0882;x
883;80;28;58;Province0883;x
884;72;206;10;Province0884;x
885;74;151;70;Province0885;x
886;207;204;7;Province0886;x
887;167;232;78;Province0887;x
888;128;184;73;Province0888;x
889;207;33;12;Province0889;x
890;225;134;16;Province0890;x
891;75;1;91;Province0891;x
892;76;93;62;Province0892;x
893;251;151;27;Province0893;x
894;178;83;38;Province0894;x
895;99;112;20;Province0895;x
896;124;236;14;Province0896;x
897;130;249;52;Province0897;x
898;162;9;36;Province0898;x
899;151;253;37;Province0899;x
900;89;112;42;Province0900;x
901;184;104;79;Province0901;x
902;176;66;55;Province0902;x
903;170;136;58;Province0903;x
904;171;187;70;Province0904;x
905;250;232;54;Province0905;x
906;118;51;98;Province0906;x
907;76;49;25;Province0907;x
908;173;130;126;Province0908;x
909;240;136;99;Province0909;x
910;213;223;0;Province0910;x
911;144;80;43;Province0911;x
912;150;61;16;Province0912;x
913;198;41;50;Province0913;x
914;217;237;82;Province0914;x
915;100;197;7;Province0915;x
916;68;78;123;Province0916;x
917;238;148;53;Province0917;x
918;210;92;113;Province0918;x
919;81;115;53;Province0919;x
920;121;146;107;Province0920;x
921;137;83;51;Province0921;x
922;163;85;32;Province0922;x
923;155;92;16;Province0923;x
924;95;196;40;Province0924;x
925;183;24;11;Province0925;x
926;148;28;19;Province0926;x
927;215;103;27;Province0927;x
928;114;193;20;Province0928;x
929;132;223;4;Province0929;x
930;159;164;23;Province0930;x
931;208;170;50;Province0931;x
