#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
city_empires;Federations;Federations;Federations;;Federations;;;;;;;;;x
city_king;President;Président;Präsident;;Presidente;;;;;;;;;x
city_king_female_han;President;Présidente;Präsident;Präsidentin;;Presidenta;;;;;;;;x
city_king_foa_han;Mister President;Monsieur le président;Herr Präsident;;Señor Presidente;;;;;;;;;x
city_king_foa_han_female_han;Madam President;Madame la présidente;Frau Präsidentin;;Señora Presidenta;;;;;;;;;x
city_king_title_ruler_consort_han;First Man;Epoux;;;;;;;;;;;x
city_king_title_ruler_consort_han_female_han;First Lady;Première dame;;;;;;;;;;;;x
city_kingdom_of_han;Republic of;République de;Republik;;Republica de;;;;;;;;;x
city_kingdom_han;Republic;République;Republik;;República;;;;;;;;;x
city_kingdoms_han;Republics;Républiques;Republiken;;Repúblicas;;;;;;;;;x
city_duke_han;Governor-General;Gouverneur-Général;Generalgouverneur;;Gobernador-General;;;;;;;;;x
city_duke_female_han;Governor-General;Gouverneur-Général;Generalgouverneur;;Gobernador-General;;;;;;;;;x
city_duke_foa_han;Mister Governor;Monsieur le gouverneur;Herr Gouverneur;;Señor Gobernador;;;;;;;;;x
city_duke_foa_han_female_han;Madam Governor;Madame le gouverneur;Frau Gouverneur;;Señora Gobernador;;;;;;;;;x
city_duke_title_ruler_consort_han;Governor's Spouse;Epoux;;;;;;;;;;;x
city_duke_title_ruler_consort_han_female_han;Governor's Spouse;Dame;;;;;;;;;;;;x
city_count_han;Governor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_count_female_han;Governor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_count_foa_han;Mister Governor;Monsieur le gouverneur;Herr Gouverneur;;Señor Gobernador;;;;;;;;;x
city_count_foa_han_female_han;Madam Governor;Madame le gouverneur;Frau Gouverneur;Señora Gobernador;;;;;;;;;;x
city_count_title_ruler_consort_han;Governor's Spouse;Epoux;;;;;;;;;;;x
city_count_title_ruler_consort_han_female_han;Governor's Spouse;Dame;;;;;;;;;;;;x
city_baron;Mayor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_baron_female_han;Mayor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_baron_foa_han;Mister Mayor;Monsieur le gouverneur;Herr Gouverneur;;Señor Gobernador;;;;;;;;;x
city_baron_foa_han_female_han;Madam Mayor;Madame le gouverneur;Frau Gouverneur;Señora Gobernador;;;;;;;;;;x
city_baron_title_ruler_consort_han;Mayor's Spouse;Epoux;;;;;;;;;;;x
city_baron_title_ruler_consort_han_female_han;Mayor's Spouse;Dame;;;;;;;;;;;;x

family_palace_khurmazta;Corporation;;;;;;;;;;;;;x
family_palace_baron_khurmazta;CEO;;;;;;;;;;;;;x
family_palace_baron_female_khurmazta;CEO;;;;;;;;;;;;;x
family_palace_baron_foa_khurmazta;Sir;;;;;;;;;;;;;x
family_palace_baron_foa_female_khurmazta;Ma;;;;;;;;;;;;;;x
family_palace_barony_of_khurmazta;Chair of;Quartier général de;;;;;;;;;;;;x
family_palace_baron_deed_khurmazta;Chair of;;;;;;;;;;;;;x


city_emperor_tau_cetinese;First Chairman;;;;;;;;;;;;;x
city_emperor_female_tau_cetinese;First Chairwoman;;;;;;;;;;;;;x
city_emperor_foa_tau_cetinese;Comrade Chairman;;;;;;;;;;;;;x
city_emperor_foa_female_tau_cetinese;Comrade Chairwoman;;;;;;;;;;;;;x
city_empire_of_tau_cetinese;People's Union of;;;;;;;;;;;;;x
city_empire_tau_cetinese;Union;;;;;;;;;;;;;x
city_empires_tau_cetinese;Unions;;;;;;;;;;;;;x
city_king_tau_cetinese;Chairman;;;;;;;;;;;;;x
city_king_female_tau_cetinese;Chairwoman;;;;;;;;;;;;;x
city_king_foa_tau_cetinese;Comrade Chairman;;;;;;;;;;;;;x
city_king_foa_female_tau_cetinese;Comrade Chairwoman;;;;;;;;;;;;;x
city_kingdom_of_tau_cetinese;People's Republic of;;;;;;;;;;;;;x
city_kingdom_tau_cetinese;Republic;;;;;;;;;;;;;x
city_kingdoms_tau_cetinese;Republics;;;;;;;;;;;;;x
temple_emperor_tau_cetinese;Secretary-General;;;;;;;;;;;;;x
temple_emperor_female_tau_cetinese;Secretary-General;;;;;;;;;;;;;x
temple_emperor_foa_tau_cetinese;Comrade Secretary;;;;;;;;;;;;;x
temple_emperor_foa_female_tau_cetinese;Comrade Secretary;;;;;;;;;;;;;x
temple_empire_of_tau_cetinese;People's Union of;;;;;;;;;;;;;x
temple_empire_tau_cetinese;Union;;;;;;;;;;;;;x
temple_empires_tau_cetinese;Unions;;;;;;;;;;;;;x
temple_king_tau_cetinese;Secretary;;;;;;;;;;;;;x
temple_king_female_tau_cetinese;Secretary;;;;;;;;;;;;;x
temple_king_foa_tau_cetinese;Comrade Secretary;;;;;;;;;;;;;x
temple_king_foa_female_tau_cetinese;Comrade Secretary;;;;;;;;;;;;;x
temple_kingdom_of_tau_cetinese;People's State of;;;;;;;;;;;;;x
temple_kingdom_tau_cetinese;State;;;;;;;;;;;;;x
temple_kingdoms_tau_cetinese;States;;;;;;;;;;;;;x
family_palace_tau_cetinese;Bureau;;;;;;;;;;;;;x
family_palace_baron_tau_cetinese;Director;;;;;;;;;;;;;x
family_palace_baron_female_tau_cetinese;Director;;;;;;;;;;;;;x
family_palace_baron_foa_tau_cetinese;Comrade Director;;;;;;;;;;;;;x
family_palace_baron_foa_female_tau_cetinese;Comrade Director;;;;;;;;;;;;;;x
family_palace_barony_of_tau_cetinese;Headquarters of;Quartier général de;;;;;;;;;;;;x
family_palace_baron_deed_tau_cetinese;Chair of;;;;;;;;;;;;;x


family_palace_alan;Corporate Palace;;;;;;;;;;;;;x
family_palace_baron_alan;CEO;;;;;;;;;;;;;x
family_palace_baron_female_alan_;CEO;;;;;;;;;;;;;x
family_palace_baron_foa_alan_;Sir;;;;;;;;;;;;;x
family_palace_baron_foa_alan_female_alan;Madam;;;;;;;;;;;;;;x
family_palace_barony_of_alan;Chair of;Quartier général de;;;;;;;;;;;;x
family_palace_baron_deed_alan;Chair of;;;;;;;;;;;;;x

city_emperor_alan;Federal President;Président;Präsident;;Presidente;;;;;;;;;x
city_emperor_female_alan;Federal President;Présidente;Präsident;Präsidentin;;Presidenta;;;;;;;;x
city_emperor_foa_alan;Mister President;Monsieur le président;Herr Präsident;;Señor Presidente;;;;;;;;;x
city_emperor_foa_alan_female_alan;Madam President;Madame la présidente;Frau Präsidentin;;Señora Presidenta;;;;;;;;;x
city_emperor_title_ruler_consort_alan;First Man;Epoux;;;;;;;;;;;x
city_emperor_title_ruler_consort_alan_female_alan;First Lady;Première dame;;;;;;;;;;;;x
city_empire_of;Federation of;Federation of;Federation of;;Federation of;;;;;;;;;x
city_empire;Federation;Federation;Federation;;Federation;;;;;;;;;x
city_empires;Federations;Federations;Federations;;Federations;;;;;;;;;x
city_king;President;Président;Präsident;;Presidente;;;;;;;;;x
city_king_female_alan;President;Présidente;Präsident;Präsidentin;;Presidenta;;;;;;;;x
city_king_foa_alan;Mister President;Monsieur le président;Herr Präsident;;Señor Presidente;;;;;;;;;x
city_king_foa_alan_female_alan;Madam President;Madame la présidente;Frau Präsidentin;;Señora Presidenta;;;;;;;;;x
city_king_title_ruler_consort_alan;First Man;Epoux;;;;;;;;;;;x
city_king_title_ruler_consort_alan_female_alan;First Lady;Première dame;;;;;;;;;;;;x
city_kingdom_of_alan;Republic of;République de;Republik;;Republica de;;;;;;;;;x
city_kingdom_alan;Republic;République;Republik;;República;;;;;;;;;x
city_kingdoms_alan;Republics;Républiques;Republiken;;Repúblicas;;;;;;;;;x
city_duke_alan;President;Gouverneur-Général;Generalgouverneur;;Gobernador-General;;;;;;;;;x
city_duke_female_alan;President;Gouverneur-Général;Generalgouverneur;;Gobernador-General;;;;;;;;;x
city_duke_foa_alan;Mister President;Monsieur le gouverneur;Herr Gouverneur;;Señor Gobernador;;;;;;;;;x
city_duke_foa_alan_female_alan;Madam President;Madame le gouverneur;Frau Gouverneur;;Señora Gobernador;;;;;;;;;x
city_duke_title_ruler_consort_alan;First Man;Epoux;;;;;;;;;;;x
city_duke_title_ruler_consort_alan_female_alan;First Lady;Dame;;;;;;;;;;;;x
city_count_alan;Governor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_count_female_alan;Governor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_count_foa_alan;Mister Governor;Monsieur le gouverneur;Herr Gouverneur;;Señor Gobernador;;;;;;;;;x
city_count_foa_alan_female_alan;Madam Governor;Madame le gouverneur;Frau Gouverneur;Señora Gobernador;;;;;;;;;;x
city_count_title_ruler_consort_alan;Governor's Spouse;Epoux;;;;;;;;;;;x
city_count_title_ruler_consort_alan_female_alan;Governor's Spouse;Dame;;;;;;;;;;;;x
city_baron;Mayor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_baron_female_alan;Mayor;Gouverneur;Gouverneur;;Gobernador;;;;;;;;;x
city_baron_foa_alan;Mister Mayor;Monsieur le gouverneur;Herr Gouverneur;;Señor Gobernador;;;;;;;;;x
city_baron_foa_alan_female_alan;Madam Mayor;Madame le gouverneur;Frau Gouverneur;Señora Gobernador;;;;;;;;;;x
city_baron_title_ruler_consort_alan;Mayor's Spouse;Epoux;;;;;;;;;;;x
city_baron_title_ruler_consort_alan_female_alan;Mayor's Spouse;Dame;;;;;;;;;;;;x

city_king_alan_muslim;President;Wali Malik;Wali-Malik;;Wali-Malik;;;;;;;;;x
city_duke_alan_muslim;President;Wali Émir;Wali-Emir;;Emir-Valí;;;;;;;;;x
city_count_alan_muslim;Governor;Wali;Wali;;Valí;;;;;;;;;x

emperor_tau_cetinese;God Emperor;;;;;;;;;;;;;x
emperor_title_ruler_consort_tau_cetinese;God;;;;;;;;;;;;x
emperor_title_ruler_consort_female_tau_cetinese;Goddess;;;;;;;;;;;;;x
king_tau_cetinese;Supreme Leader;;;;;;;;;;;;;x
king_title_ruler_consort_tau_cetinese;Supreme Leader;;;;;;;;;;;;x
king_title_ruler_consort_female_tau_cetinese;Mrs. Supreme Leader;;;;;;;;;;;;;x
title_prince_tau_cetinese;Cadet;;;;;;;;;;;;;x
title_prince_female_tau_cetinese;Cadet;;;;;;;;;;;;;x
duke_tau_cetinese;Chairman;;;;;;;;;;;;;x
duke_title_ruler_consort_tau_cetinese;Mr. Chairman;;;;;;;;;;;;x
duke_title_ruler_consort_female_tau_cetinese;Chairwoman;;;;;;;;;;;;;x
count_tau_cetinese;Commissioner;;;;;;;;;;;;;x
count_title_ruler_consort_tau_cetinese;Commissioner;;;;;;;;;;;;x
count_title_ruler_consort_female_tau_cetinese;Mrs. Commissioner;;;;;;;;;;;;;x
baron_tau_cetinese;Officer;;;;;;;;;;;;;x
baron_title_ruler_consort_tau_cetinese;Mr. Officer;;;;;;;;;;;;x
baron_title_ruler_consort_female_tau_cetinese;Mrs. Officer;;;;;;;;;;;;;x

nomadic_king_tau_cetinese;General;General;General;;General;;;;;;;;;x
nomadic_emperor_tau_cetinese;Great Leader;Great Leader;Great Leader;;Great Leader;;;;;;;;;x
nomadic_empire_tau_cetinese;Horde;Khaganat;Khaganat;;Khaganato;;;;;;;;;x
nomadic_empire_of_tau_cetinese;Horde of;Khaganat de;Großkhanat von;;Kaganato de;;;;;;;;;x
nomadic_kingdom_tau_cetinese;Horde;Khanat;Khanat;;Kanato;;;;;;;;;x
nomadic_kingdom_of;Horde of;Kanat de;Khanat von;;Kanato de;;;;;;;;;x


#emperor;Emperor;Empereur;Kaiser;;Emperador;;;;;;;;;x
#king;King;Roi;König;;Rey;;;;;;;;;x
#duke;Duke;Duc;Herzog;;Duque;;;;;;;;;x
#count;Count;Comte;Graf;;Conde;;;;;;;;;x
#baron;Baron;Baron;Baron;;Barón;;;;;;;;;x
#count_saxon;Earl;Earl;Earl;;Conde;;;;;;;;;x
#count_english;Earl;Earl;Earl;;Conde;;;;;;;;;x
#count_scottish;Earl;Earl;Earl;;Conde;;;;;;;;;x
#count_irish;Earl;Earl;Earl;;Conde;;;;;;;;;x
#emperor_female;Empress;Impératrice;Kaiserin;;Emperatriz;;;;;;;;;x
#king_female;Queen;Reine;Königin;;Reina;;;;;;;;;x
#duke_female;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x
#count_female;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
#baron_female;Baroness;Baronne;Baroness;;Baronesa;;;;;;;;;x
#emperor_king_christian;Emperor-Bishop;Empereur-évêque;Priesterkaiser;;Emperador-obispo;;;;;;;;;x
#temple_king_christian;King-Bishop;Roi-évêque;Priesterkönig;;Rey-obispo;;;;;;;;;x
#temple_king_orthodox;King-Bishop;Roi-évêque;Priesterkönig;;Rey-obispo;;;;;;;;;x
#temple_king_muslim;Caliph;Calife;Kalif;;Califa;;;;;;;;;x
#temple_duke_christian;Prince-Archbishop;Prince-archevêque;Erzbischof;;Príncipe arzobispo;;;;;;;;;x
#temple_duke_orthodox;Prince-Archbishop;Prince-archevêque;Fürsterzbischof;;Príncipe arzobispo;;;;;;;;;x
#temple_duke_sunni;Grand Mufti;Grand Mufti;Großmufti;;Gran muftí;;;;;;;;;x
#temple_duke_shiite;Grand Ayatollah;Grand Ayatollah;Großayatollah;;Gran Ayatolá;;;;;;;;;x
#temple_duke_pagan_group;Archpriest;Archiprêtre;Erzpriester;;Arcipreste;;;;;;;;;x
#temple_count_christian;Prince-Bishop;Prince-évêque;Bischof;;Príncipe obispo;;;;;;;;;x
#temple_count_orthodox;Metropolitan;Métropolitain;Metropolit;;Metropolitano;;;;;;;;;x
#temple_count_sunni;Sheikh;Cheik;Scheich;;Jeque;;;;;;;;;x
#temple_count_shiite;Ayatollah;Ayatollah;Ayatollah;;Ayatolá;;;;;;;;;x
#temple_count_pagan_group;High Priest;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;;;;;;x
#temple_baron_christian;Bishop;Évêque;Abt;;Obispo;;;;;;;;;x
#temple_baron_sunni;Mufti;Mufti;Mufti;;Muftí;;;;;;;;;x
#temple_baron_shiite;Mullah;Mollah;Mullah;;Mulá;;;;;;;;;x
#temple_baron_pagan_group;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
#temple_baron_tengri_pagan;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
#temple_baron_tengri_pagan_reformed;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
#temple_baron_finnish_pagan;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
#temple_baron_finnish_pagan_reformed;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
#city_emperor;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
#city_king_latin;Serene Doge;Doge Sérénissime;Durchlauchter Doge;;Duque Sereno;;;;;;;;;x
#city_king_byzantine;Serene Doge;Doge Sérénissime;Durchlauchter Doge;;Duque Sereno;;;;;;;;;x
#city_king_muslim;Wali-Malik;Wali Malik;Wali-Malik;;Wali-Malik;;;;;;;;;x
#city_duke_latin;Doge;Doge;Doge;;Dux;;;;;;;;;x
#city_duke_byzantine;Doge;Doge;Doge;;Dux;;;;;;;;;x
#city_duke_muslim;Wali-Emir;Wali Émir;Wali-Emir;;Emir-Valí;;;;;;;;;x
#city_count;Lord Mayor;Bourgmestre;Oberbürgermeister;;Gran Alcalde;;;;;;;;;x
#city_count_muslim;Wali;Wali;Wali;;Valí;;;;;;;;;x
#city_baron;Mayor;Bourgmestre;Bürgermeister;;Alcalde;;;;;;;;;x
#city_count_female;Lady Mayor;Bourgmestre;Oberbürgermeisterin;;Gran Alcalde;;;;;;;;;x
#city_baron_female;Mayor;Bourgmestre;Bürgermeisterin;;Alcalde;;;;;;;;;x
#emperor_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#king_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#duke_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#count_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#baron_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#city_emperor_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#city_king_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#city_duke_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#city_count_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#city_baron_deed;Crown of;Couronne de;Krone von;;Corona de;;;;;;;;;x
#emperor_foa;Your Imperial Majesty;Votre Majesté Impériale;Eure Kaiserliche Majestät;;Su Majestad Imperial;;;;;;;;;x
#king_foa;Your Majesty;Votre Majesté;Eure Majestät;;Su Majestad  ;;;;;;;;;x
#duke_foa;Your Grace;Votre Grâce;Euer Gnaden;;Su Gracia;;;;;;;;;x
#count_foa;My Lord;Monseigneur;Mein Fürst;;Mi Señor;;;;;;;;;x
#baron_foa;My Lord;Mon Seigneur;Mein Fürst;;Mi Señor;;;;;;;;;x
#count_foa_female;My Lady;Madame;Meine Fürstin;;Mi Señora;;;;;;;;;x
#baron_foa_female;My Lady;Ma Dame;Meine Fürstin;;Mi Señora;;;;;;;;;x
#city_emperor_foa;Your Highness;Votre Altesse;Eure Hoheit;;Su Alteza;;;;;;;;;x
#city_king_foa;Your Serene Grace;Votre Altesse Sérénissime;Euer Durchlauchter Gnaden;;Su serena Gracia;;;;;;;;;x
#city_duke_foa;Your Grace;Votre Grâce;Euer Gnaden;;Su Gracia;;;;;;;;;x
#city_count_foa;Your honor;Votre Honneur;Euer Ehren;;Su Honor;;;;;;;;;x
#city_baron_foa;Your honor;Votre Seigneurie;Euer Ehren;;Su Honor;;;;;;;;;x
#temple_king_foa;Your Holiness;Votre Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x
#temple_duke_foa;Your Eminence;Votre Éminence;Eure Eminenz;;Su Eminencia;;;;;;;;;x
#temple_count_foa;Your Excellency;Votre Excellence;Eure Exzellenz;;Su Excelencia;;;;;;;;;x
#temple_baron_foa;Your Excellency;Votre Excellence;Eure Exzellenz;;Su Excelencia;;;;;;;;;x
#empire_of;Empire of;Empire de;Reich von;;Imperio de;;;;;;;;;x
#kingdom_of;Kingdom of;Royaume de;Königreich;;Reino de;;;;;;;;;x
#duchy_of;Duchy of;Duché de;Herzogtum;;Ducado de;;;;;;;;;x
#county_of;County of;Comté de;Grafschaft;;Condado de;;;;;;;;;x
#barony_of;Barony of;Baronnie de;Baronie;;Baronía de;;;;;;;;;x
#empires;Empires;Empires;Reiche;;Imperios;;;;;;;;;x
#kingdoms;Kingdoms;Royaumes;Königreiche;;Reinos;;;;;;;;;x
#duchies;Duchies;Duchés;Herzogtümer;;Ducados;;;;;;;;;x
#counties;Counties;Comtés;Grafschaften;;Condados;;;;;;;;;x
#baronies;Baronies;Baronnies;Baronien;;Baronías;;;;;;;;;x
#city_empire_of;Principality of;Principauté de;Fürstentum;;Principado de;;;;;;;;;x
#city_kingdom_of;Most Serene Republic of;République Sérénissime de;Höchst Durchlauchte Republik;;La Serenísima república de;;;;;;;;;x
#city_duchy_of;Republic of;République de;Republik;;República de;;;;;;;;;x
#city_county_of;Grand City of;Grande Cité de;Großstadt;;Ciudad de;;;;;;;;;x
#city_barony_of;City of;Cité de;Stadt;;Villa de;;;;;;;;;x
#temple_kingdom_of_catholic;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_kingdom_of_orthodox;Patriarchate of;Patriarcat de;Patriarchat von;;Patriarcado de;;;;;;;;;x
#temple_kingdom_of_muslim;Caliphate of;Califat de;Kalifat von;;Califato de;;;;;;;;;x
#temple_kingdom_of_pagan_group;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_kingdom_of_jewish_group;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_duchy_of_christian;Prince-Archbishopric of;Archevêché princier de;Erzbistum von;;Arzobispado Príncipe de;;;;;;;;;x
#temple_duchy_of_muslim;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_duchy_of_pagan_group;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_duchy_of_jewish;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_county_of_christian;Prince-Bishopric of;Évêché princier de;Bistum von;;Arzobispado Príncipe de;;;;;;;;;x
#temple_county_of_muslim;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del jeque de;;;;;;;;;x
#temple_county_of_pagan_group;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_county_of_jewish_group;Theocracy of;Théocratie de;Theokratie von;;Teocracia de;;;;;;;;;x
#temple_barony_of_christian;Bishopric of;Évêché de;Abtei von;;Obispado de;;;;;;;;;x
#temple_barony_of_muslim;Mosque of;Mosquée de;Moschee von;;Mezquita de;;;;;;;;;x
#temple_barony_of_pagan_group;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
#temple_barony_of_jewish_group;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
#emperor_altaic;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
#emperor_female_altaic;Khatun;Khatoun;Khatun;;Khatun;;;;;;;;;x
#king_altaic;Khan;Khan;Khan;;Kan;;;;;;;;;x
#king_female_altaic;Khanum;Khanoum;Khanum;;Khanum;;;;;;;;;x
#kingdom_of_altaic;Khanate of;Khanat de;Khanat von;;Kanato de;;;;;;;;;x
#emperor_german;Kaiser;Kaiser;Kaiser;;Káiser;;;;;;;;;x
#emperor_female_german;Kaiserin;Kaiserin;Kaiserin;;Emperatriz;;;;;;;;;x
#duke_greek;Doux;Doux;Doux;;Duque;;;;;;;;;x
#king_greek;Despot;Despote;Despot;;Déspota;;;;;;;;;x
#emperor_greek;Basileus;Basileus;Basileus;;Basileus;;;;;;;;;x
#emperor_russian;Tsar;Tsar;Zar;;Zar;;;;;;;;;x
#emperor_female_russian;Tsaritsa;Tsarine;Zarin;;Zarina;;;;;;;;;x
#baron_arabic;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x
#barony_of_arabic;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x
#count_arabic;Sheikh;Cheik;Scheich;;Jeque;;;;;;;;;x
#county_of_arabic;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x
#duke_arabic;Emir;Émir;Emir;;Emir;;;;;;;;;x
#duke_female_arabic;Emira;Émira;Emirin;;Emira;;;;;;;;;x
#duchy_of_arabic;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x
#king_arabic;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x
#king_female_arabic;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x
#kingdom_of_arabic;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
#baron_turkish;Timariot;Timariote;Timariot;;Timariots;;;;;;;;;x
#barony_of_turkish;Timar of;Timar de;Timar von;;Timariot de;;;;;;;;;x
#count_turkish;Bey;Bey;Bey;;Gobernador turco;;;;;;;;;x
#county_of_turkish;Beylik of;Beylicat de;Beylik von;;Beylicato de;;;;;;;;;x
#duke_turkish;Beylerbey;Beylerbey;Beylerbey;;Gobernador de gobernadores;;;;;;;;;x
#duchy_of_turkish;Beylerbeylik of;Beylerbeylicat de;Beylerbeyli von;;Beylicato de Beylicatos de;;;;;;;;;x
