war;War;;;;;;;;;;;;;
war_adj;War;;;;;;;;;;;;;
war_desc;War;;;;;;;;;;;;;
larn;Larn;;;;;;;;;;;;;
larn_adj;Larn;;;;;;;;;;;;;
larn_desc;Larn;;;;;;;;;;;;;
b;Connain;;;;;;;;;;;;;
b_adj;Connain;;;;;;;;;;;;;
b_desc;Connain;;;;;;;;;;;;;
lar;Lar;;;;;;;;;;;;;
lar_adj;Lar;;;;;;;;;;;;;
lar_desc;Lar;;;;;;;;;;;;;
kegiye;Kegiye;;;;;;;;;;;;;
kegiye_adj;Kegiye;;;;;;;;;;;;;
kegiye_desc;Kegiye;;;;;;;;;;;;;
amohinie;Amohinie;;;;;;;;;;;;;
amohinie_adj;Amohinie;;;;;;;;;;;;;
amohinie_desc;Amohinie;;;;;;;;;;;;;
diying;Diying;;;;;;;;;;;;;
diying_adj;Diying;;;;;;;;;;;;;
diying_desc;Diying;;;;;;;;;;;;;
akarucha;Akarucha;;;;;;;;;;;;;
akarucha_adj;Akarucha;;;;;;;;;;;;;
akarucha_desc;Akarucha;;;;;;;;;;;;;
ta;Ta;;;;;;;;;;;;;
ta_adj;Ta;;;;;;;;;;;;;
ta_desc;Ta;;;;;;;;;;;;;
qai;Qai;;;;;;;;;;;;;
qai_adj;Qai;;;;;;;;;;;;;
qai_desc;Qai;;;;;;;;;;;;;
dong;Dong;;;;;;;;;;;;;
dong_adj;Dong;;;;;;;;;;;;;
dong_desc;Dong;;;;;;;;;;;;;
don;Don;;;;;;;;;;;;;
don_adj;Don;;;;;;;;;;;;;
don_desc;Don;;;;;;;;;;;;;
regn;Regn;;;;;;;;;;;;;
regn_adj;Regn;;;;;;;;;;;;;
regn_desc;Regn;;;;;;;;;;;;;
wan;Wan;;;;;;;;;;;;;
wan_adj;Wan;;;;;;;;;;;;;
wan_desc;Wan;;;;;;;;;;;;;
ren;Ren;;;;;;;;;;;;;
ren_adj;Ren;;;;;;;;;;;;;
ren_desc;Ren;;;;;;;;;;;;;
ra;Ra;;;;;;;;;;;;;
ra_adj;Ra;;;;;;;;;;;;;
ra_desc;Ra;;;;;;;;;;;;;
re;Re;;;;;;;;;;;;;
re_adj;Re;;;;;;;;;;;;;
re_desc;Re;;;;;;;;;;;;;
kan;Kan;;;;;;;;;;;;;
kan_adj;Kan;;;;;;;;;;;;;
kan_desc;Kan;;;;;;;;;;;;;
tong;Tong;;;;;;;;;;;;;
tong_adj;Tong;;;;;;;;;;;;;
tong_desc;Tong;;;;;;;;;;;;;
aciun;Aciun;;;;;;;;;;;;;
aciun_adj;Aciun;;;;;;;;;;;;;
aciun_desc;Aciun;;;;;;;;;;;;;
sie;Sie;;;;;;;;;;;;;
sie_adj;Sie;;;;;;;;;;;;;
sie_desc;Sie;;;;;;;;;;;;;
ekug;Ekug;;;;;;;;;;;;;
ekug_adj;Ekug;;;;;;;;;;;;;
ekug_desc;Ekug;;;;;;;;;;;;;
sen;Sen;;;;;;;;;;;;;
sen_adj;Sen;;;;;;;;;;;;;
sen_desc;Sen;;;;;;;;;;;;;
reireka;Reireka;;;;;;;;;;;;;
reireka_adj;Reireka;;;;;;;;;;;;;
reireka_desc;Reireka;;;;;;;;;;;;;
reiruin;Reiruin;;;;;;;;;;;;;
reiruin_adj;Reiruin;;;;;;;;;;;;;
reiruin_desc;Reiruin;;;;;;;;;;;;;
c_reiruin;Reiruin;;;;;;;;;;;;;
c_reiruin_adj;Reiruin;;;;;;;;;;;;;
c_reiruin_desc;Reiruin;;;;;;;;;;;;;
PROV872;Reiruin;;;;;;;;;;;;;
PROV872_adj;Reiruin;;;;;;;;;;;;;
PROV872_desc;Reiruin;;;;;;;;;;;;;
eroa;Eroša;;;;;;;;;;;;;
eroa_adj;Eroša;;;;;;;;;;;;;
eroa_desc;Eroša;;;;;;;;;;;;;
c_eroa;Eroša;;;;;;;;;;;;;
c_eroa_adj;Eroša;;;;;;;;;;;;;
c_eroa_desc;Eroša;;;;;;;;;;;;;
PROV1019;Eroša;;;;;;;;;;;;;
PROV1019_adj;Eroša;;;;;;;;;;;;;
PROV1019_desc;Eroša;;;;;;;;;;;;;
relaud;Relaud;;;;;;;;;;;;;
relaud_adj;Relaud;;;;;;;;;;;;;
relaud_desc;Relaud;;;;;;;;;;;;;
c_relaud;Relaud;;;;;;;;;;;;;
c_relaud_adj;Relaud;;;;;;;;;;;;;
c_relaud_desc;Relaud;;;;;;;;;;;;;
PROV1020;Relaud;;;;;;;;;;;;;
PROV1020_adj;Relaud;;;;;;;;;;;;;
PROV1020_desc;Relaud;;;;;;;;;;;;;
larim;Larim;;;;;;;;;;;;;
larim_adj;Larim;;;;;;;;;;;;;
larim_desc;Larim;;;;;;;;;;;;;
c_larim;Larim;;;;;;;;;;;;;
c_larim_adj;Larim;;;;;;;;;;;;;
c_larim_desc;Larim;;;;;;;;;;;;;
PROV1021;Larim;;;;;;;;;;;;;
PROV1021_adj;Larim;;;;;;;;;;;;;
PROV1021_desc;Larim;;;;;;;;;;;;;
raneth;Raneth;;;;;;;;;;;;;
raneth_adj;Raneth;;;;;;;;;;;;;
raneth_desc;Raneth;;;;;;;;;;;;;
c_raneth;Raneth;;;;;;;;;;;;;
c_raneth_adj;Raneth;;;;;;;;;;;;;
c_raneth_desc;Raneth;;;;;;;;;;;;;
PROV1022;Raneth;;;;;;;;;;;;;
PROV1022_adj;Raneth;;;;;;;;;;;;;
PROV1022_desc;Raneth;;;;;;;;;;;;;
larann;Larann;;;;;;;;;;;;;
larann_adj;Larann;;;;;;;;;;;;;
larann_desc;Larann;;;;;;;;;;;;;
c_larann;Larann;;;;;;;;;;;;;
c_larann_adj;Larann;;;;;;;;;;;;;
c_larann_desc;Larann;;;;;;;;;;;;;
PROV1023;Larann;;;;;;;;;;;;;
PROV1023_adj;Larann;;;;;;;;;;;;;
PROV1023_desc;Larann;;;;;;;;;;;;;
tyua;Tyua;;;;;;;;;;;;;
tyua_adj;Tyua;;;;;;;;;;;;;
tyua_desc;Tyua;;;;;;;;;;;;;
c_tyua;Tyua;;;;;;;;;;;;;
c_tyua_adj;Tyua;;;;;;;;;;;;;
c_tyua_desc;Tyua;;;;;;;;;;;;;
PROV1024;Tyua;;;;;;;;;;;;;
PROV1024_adj;Tyua;;;;;;;;;;;;;
PROV1024_desc;Tyua;;;;;;;;;;;;;
wareuta;Wareuta;;;;;;;;;;;;;
wareuta_adj;Wareuta;;;;;;;;;;;;;
wareuta_desc;Wareuta;;;;;;;;;;;;;
c_wareuta;Wareuta;;;;;;;;;;;;;
c_wareuta_adj;Wareuta;;;;;;;;;;;;;
c_wareuta_desc;Wareuta;;;;;;;;;;;;;
PROV1025;Wareuta;;;;;;;;;;;;;
PROV1025_adj;Wareuta;;;;;;;;;;;;;
PROV1025_desc;Wareuta;;;;;;;;;;;;;
kenuin;Kenuin;;;;;;;;;;;;;
kenuin_adj;Kenuin;;;;;;;;;;;;;
kenuin_desc;Kenuin;;;;;;;;;;;;;
c_kenuin;Kenuin;;;;;;;;;;;;;
c_kenuin_adj;Kenuin;;;;;;;;;;;;;
c_kenuin_desc;Kenuin;;;;;;;;;;;;;
PROV1026;Kenuin;;;;;;;;;;;;;
PROV1026_adj;Kenuin;;;;;;;;;;;;;
PROV1026_desc;Kenuin;;;;;;;;;;;;;
dinohn;Dinohn;;;;;;;;;;;;;
dinohn_adj;Dinohn;;;;;;;;;;;;;
dinohn_desc;Dinohn;;;;;;;;;;;;;
c_dinohn;Dinohn;;;;;;;;;;;;;
c_dinohn_adj;Dinohn;;;;;;;;;;;;;
c_dinohn_desc;Dinohn;;;;;;;;;;;;;
PROV1027;Dinohn;;;;;;;;;;;;;
PROV1027_adj;Dinohn;;;;;;;;;;;;;
PROV1027_desc;Dinohn;;;;;;;;;;;;;
avalann;Avalann;;;;;;;;;;;;;
avalann_adj;Avalann;;;;;;;;;;;;;
avalann_desc;Avalann;;;;;;;;;;;;;
c_avalann;Avalann;;;;;;;;;;;;;
c_avalann_adj;Avalann;;;;;;;;;;;;;
c_avalann_desc;Avalann;;;;;;;;;;;;;
PROV1028;Avalann;;;;;;;;;;;;;
PROV1028_adj;Avalann;;;;;;;;;;;;;
PROV1028_desc;Avalann;;;;;;;;;;;;;
rumohn;Rumohn;;;;;;;;;;;;;
rumohn_adj;Rumohn;;;;;;;;;;;;;
rumohn_desc;Rumohn;;;;;;;;;;;;;
c_rumohn;Rumohn;;;;;;;;;;;;;
c_rumohn_adj;Rumohn;;;;;;;;;;;;;
c_rumohn_desc;Rumohn;;;;;;;;;;;;;
PROV1029;Rumohn;;;;;;;;;;;;;
PROV1029_adj;Rumohn;;;;;;;;;;;;;
PROV1029_desc;Rumohn;;;;;;;;;;;;;
tenoa;Tenoša;;;;;;;;;;;;;
tenoa_adj;Tenoša;;;;;;;;;;;;;
tenoa_desc;Tenoša;;;;;;;;;;;;;
c_tenoa;Tenoša;;;;;;;;;;;;;
c_tenoa_adj;Tenoša;;;;;;;;;;;;;
c_tenoa_desc;Tenoša;;;;;;;;;;;;;
PROV1030;Tenoša;;;;;;;;;;;;;
PROV1030_adj;Tenoša;;;;;;;;;;;;;
PROV1030_desc;Tenoša;;;;;;;;;;;;;
renim;Renim;;;;;;;;;;;;;
renim_adj;Renim;;;;;;;;;;;;;
renim_desc;Renim;;;;;;;;;;;;;
c_renim;Renim;;;;;;;;;;;;;
c_renim_adj;Renim;;;;;;;;;;;;;
c_renim_desc;Renim;;;;;;;;;;;;;
PROV1031;Renim;;;;;;;;;;;;;
PROV1031_adj;Renim;;;;;;;;;;;;;
PROV1031_desc;Renim;;;;;;;;;;;;;
relinor;Reliénor;;;;;;;;;;;;;
relinor_adj;Reliénor;;;;;;;;;;;;;
relinor_desc;Reliénor;;;;;;;;;;;;;
c_relinor;Reliénor;;;;;;;;;;;;;
c_relinor_adj;Reliénor;;;;;;;;;;;;;
c_relinor_desc;Reliénor;;;;;;;;;;;;;
PROV1032;Reliénor;;;;;;;;;;;;;
PROV1032_adj;Reliénor;;;;;;;;;;;;;
PROV1032_desc;Reliénor;;;;;;;;;;;;;
tarohn;Tarohn;;;;;;;;;;;;;
tarohn_adj;Tarohn;;;;;;;;;;;;;
tarohn_desc;Tarohn;;;;;;;;;;;;;
c_tarohn;Tarohn;;;;;;;;;;;;;
c_tarohn_adj;Tarohn;;;;;;;;;;;;;
c_tarohn_desc;Tarohn;;;;;;;;;;;;;
PROV1033;Tarohn;;;;;;;;;;;;;
PROV1033_adj;Tarohn;;;;;;;;;;;;;
PROV1033_desc;Tarohn;;;;;;;;;;;;;
renann;Renann;;;;;;;;;;;;;
renann_adj;Renann;;;;;;;;;;;;;
renann_desc;Renann;;;;;;;;;;;;;
c_renann;Renann;;;;;;;;;;;;;
c_renann_adj;Renann;;;;;;;;;;;;;
c_renann_desc;Renann;;;;;;;;;;;;;
PROV1034;Renann;;;;;;;;;;;;;
PROV1034_adj;Renann;;;;;;;;;;;;;
PROV1034_desc;Renann;;;;;;;;;;;;;
tura;Tura;;;;;;;;;;;;;
tura_adj;Tura;;;;;;;;;;;;;
tura_desc;Tura;;;;;;;;;;;;;
c_tura;Tura;;;;;;;;;;;;;
c_tura_adj;Tura;;;;;;;;;;;;;
c_tura_desc;Tura;;;;;;;;;;;;;
PROV1035;Tura;;;;;;;;;;;;;
PROV1035_adj;Tura;;;;;;;;;;;;;
PROV1035_desc;Tura;;;;;;;;;;;;;
dalura;Dalura;;;;;;;;;;;;;
dalura_adj;Dalura;;;;;;;;;;;;;
dalura_desc;Dalura;;;;;;;;;;;;;
c_dalura;Dalura;;;;;;;;;;;;;
c_dalura_adj;Dalura;;;;;;;;;;;;;
c_dalura_desc;Dalura;;;;;;;;;;;;;
PROV1036;Dalura;;;;;;;;;;;;;
PROV1036_adj;Dalura;;;;;;;;;;;;;
PROV1036_desc;Dalura;;;;;;;;;;;;;
tyi;Tyië;;;;;;;;;;;;;
tyi_adj;Tyië;;;;;;;;;;;;;
tyi_desc;Tyië;;;;;;;;;;;;;
c_tyi;Tyië;;;;;;;;;;;;;
c_tyi_adj;Tyië;;;;;;;;;;;;;
c_tyi_desc;Tyië;;;;;;;;;;;;;
PROV1037;Tyië;;;;;;;;;;;;;
PROV1037_adj;Tyië;;;;;;;;;;;;;
PROV1037_desc;Tyië;;;;;;;;;;;;;
nereuta;Nereuta;;;;;;;;;;;;;
nereuta_adj;Nereuta;;;;;;;;;;;;;
nereuta_desc;Nereuta;;;;;;;;;;;;;
c_nereuta;Nereuta;;;;;;;;;;;;;
c_nereuta_adj;Nereuta;;;;;;;;;;;;;
c_nereuta_desc;Nereuta;;;;;;;;;;;;;
PROV1038;Nereuta;;;;;;;;;;;;;
PROV1038_adj;Nereuta;;;;;;;;;;;;;
PROV1038_desc;Nereuta;;;;;;;;;;;;;
kumeka;Kumeka;;;;;;;;;;;;;
kumeka_adj;Kumeka;;;;;;;;;;;;;
kumeka_desc;Kumeka;;;;;;;;;;;;;
c_kumeka;Kumeka;;;;;;;;;;;;;
c_kumeka_adj;Kumeka;;;;;;;;;;;;;
c_kumeka_desc;Kumeka;;;;;;;;;;;;;
PROV1039;Kumeka;;;;;;;;;;;;;
PROV1039_adj;Kumeka;;;;;;;;;;;;;
PROV1039_desc;Kumeka;;;;;;;;;;;;;
leiruna;Leiruna;;;;;;;;;;;;;
leiruna_adj;Leiruna;;;;;;;;;;;;;
leiruna_desc;Leiruna;;;;;;;;;;;;;
c_leiruna;Leiruna;;;;;;;;;;;;;
c_leiruna_adj;Leiruna;;;;;;;;;;;;;
c_leiruna_desc;Leiruna;;;;;;;;;;;;;
PROV1040;Leiruna;;;;;;;;;;;;;
PROV1040_adj;Leiruna;;;;;;;;;;;;;
PROV1040_desc;Leiruna;;;;;;;;;;;;;
rarann;Rarann;;;;;;;;;;;;;
rarann_adj;Rarann;;;;;;;;;;;;;
rarann_desc;Rarann;;;;;;;;;;;;;
c_rarann;Rarann;;;;;;;;;;;;;
c_rarann_adj;Rarann;;;;;;;;;;;;;
c_rarann_desc;Rarann;;;;;;;;;;;;;
PROV1041;Rarann;;;;;;;;;;;;;
PROV1041_adj;Rarann;;;;;;;;;;;;;
PROV1041_desc;Rarann;;;;;;;;;;;;;
ragura;Ragura;;;;;;;;;;;;;
ragura_adj;Ragura;;;;;;;;;;;;;
ragura_desc;Ragura;;;;;;;;;;;;;
c_ragura;Ragura;;;;;;;;;;;;;
c_ragura_adj;Ragura;;;;;;;;;;;;;
c_ragura_desc;Ragura;;;;;;;;;;;;;
PROV1042;Ragura;;;;;;;;;;;;;
PROV1042_adj;Ragura;;;;;;;;;;;;;
PROV1042_desc;Ragura;;;;;;;;;;;;;
dalohn;Dalohn;;;;;;;;;;;;;
dalohn_adj;Dalohn;;;;;;;;;;;;;
dalohn_desc;Dalohn;;;;;;;;;;;;;
c_dalohn;Dalohn;;;;;;;;;;;;;
c_dalohn_adj;Dalohn;;;;;;;;;;;;;
c_dalohn_desc;Dalohn;;;;;;;;;;;;;
PROV1043;Dalohn;;;;;;;;;;;;;
PROV1043_adj;Dalohn;;;;;;;;;;;;;
PROV1043_desc;Dalohn;;;;;;;;;;;;;
taleer;Taleer;;;;;;;;;;;;;
taleer_adj;Taleer;;;;;;;;;;;;;
taleer_desc;Taleer;;;;;;;;;;;;;
c_taleer;Taleer;;;;;;;;;;;;;
c_taleer_adj;Taleer;;;;;;;;;;;;;
c_taleer_desc;Taleer;;;;;;;;;;;;;
PROV1044;Taleer;;;;;;;;;;;;;
PROV1044_adj;Taleer;;;;;;;;;;;;;
PROV1044_desc;Taleer;;;;;;;;;;;;;
kinann;Kinann;;;;;;;;;;;;;
kinann_adj;Kinann;;;;;;;;;;;;;
kinann_desc;Kinann;;;;;;;;;;;;;
c_kinann;Kinann;;;;;;;;;;;;;
c_kinann_adj;Kinann;;;;;;;;;;;;;
c_kinann_desc;Kinann;;;;;;;;;;;;;
PROV1045;Kinann;;;;;;;;;;;;;
PROV1045_adj;Kinann;;;;;;;;;;;;;
PROV1045_desc;Kinann;;;;;;;;;;;;;
lineka;Lineka;;;;;;;;;;;;;
lineka_adj;Lineka;;;;;;;;;;;;;
lineka_desc;Lineka;;;;;;;;;;;;;
c_lineka;Lineka;;;;;;;;;;;;;
c_lineka_adj;Lineka;;;;;;;;;;;;;
c_lineka_desc;Lineka;;;;;;;;;;;;;
PROV1046;Lineka;;;;;;;;;;;;;
PROV1046_adj;Lineka;;;;;;;;;;;;;
PROV1046_desc;Lineka;;;;;;;;;;;;;
neinohn;Neinohn;;;;;;;;;;;;;
neinohn_adj;Neinohn;;;;;;;;;;;;;
neinohn_desc;Neinohn;;;;;;;;;;;;;
c_neinohn;Neinohn;;;;;;;;;;;;;
c_neinohn_adj;Neinohn;;;;;;;;;;;;;
c_neinohn_desc;Neinohn;;;;;;;;;;;;;
PROV1047;Neinohn;;;;;;;;;;;;;
PROV1047_adj;Neinohn;;;;;;;;;;;;;
PROV1047_desc;Neinohn;;;;;;;;;;;;;
wyan;Wyan;;;;;;;;;;;;;
wyan_adj;Wyan;;;;;;;;;;;;;
wyan_desc;Wyan;;;;;;;;;;;;;
c_wyan;Wyan;;;;;;;;;;;;;
c_wyan_adj;Wyan;;;;;;;;;;;;;
c_wyan_desc;Wyan;;;;;;;;;;;;;
PROV1048;Wyan;;;;;;;;;;;;;
PROV1048_adj;Wyan;;;;;;;;;;;;;
PROV1048_desc;Wyan;;;;;;;;;;;;;
sarit;Saritë;;;;;;;;;;;;;
sarit_adj;Saritë;;;;;;;;;;;;;
sarit_desc;Saritë;;;;;;;;;;;;;
c_sarit;Saritë;;;;;;;;;;;;;
c_sarit_adj;Saritë;;;;;;;;;;;;;
c_sarit_desc;Saritë;;;;;;;;;;;;;
PROV1049;Saritë;;;;;;;;;;;;;
PROV1049_adj;Saritë;;;;;;;;;;;;;
PROV1049_desc;Saritë;;;;;;;;;;;;;
qeraud;Qeraud;;;;;;;;;;;;;
qeraud_adj;Qeraud;;;;;;;;;;;;;
qeraud_desc;Qeraud;;;;;;;;;;;;;
c_qeraud;Qeraud;;;;;;;;;;;;;
c_qeraud_adj;Qeraud;;;;;;;;;;;;;
c_qeraud_desc;Qeraud;;;;;;;;;;;;;
PROV1050;Qeraud;;;;;;;;;;;;;
PROV1050_adj;Qeraud;;;;;;;;;;;;;
PROV1050_desc;Qeraud;;;;;;;;;;;;;
neinuna;Neinuna;;;;;;;;;;;;;
neinuna_adj;Neinuna;;;;;;;;;;;;;
neinuna_desc;Neinuna;;;;;;;;;;;;;
c_neinuna;Neinuna;;;;;;;;;;;;;
c_neinuna_adj;Neinuna;;;;;;;;;;;;;
c_neinuna_desc;Neinuna;;;;;;;;;;;;;
PROV1051;Neinuna;;;;;;;;;;;;;
PROV1051_adj;Neinuna;;;;;;;;;;;;;
PROV1051_desc;Neinuna;;;;;;;;;;;;;
leneth;Leneth;;;;;;;;;;;;;
leneth_adj;Leneth;;;;;;;;;;;;;
leneth_desc;Leneth;;;;;;;;;;;;;
c_leneth;Leneth;;;;;;;;;;;;;
c_leneth_adj;Leneth;;;;;;;;;;;;;
c_leneth_desc;Leneth;;;;;;;;;;;;;
PROV1052;Leneth;;;;;;;;;;;;;
PROV1052_adj;Leneth;;;;;;;;;;;;;
PROV1052_desc;Leneth;;;;;;;;;;;;;
siroa;Siroša;;;;;;;;;;;;;
siroa_adj;Siroša;;;;;;;;;;;;;
siroa_desc;Siroša;;;;;;;;;;;;;
c_siroa;Siroša;;;;;;;;;;;;;
c_siroa_adj;Siroša;;;;;;;;;;;;;
c_siroa_desc;Siroša;;;;;;;;;;;;;
PROV1053;Siroša;;;;;;;;;;;;;
PROV1053_adj;Siroša;;;;;;;;;;;;;
PROV1053_desc;Siroša;;;;;;;;;;;;;
beiruna;Beiruna;;;;;;;;;;;;;
beiruna_adj;Beiruna;;;;;;;;;;;;;
beiruna_desc;Beiruna;;;;;;;;;;;;;
c_beiruna;Beiruna;;;;;;;;;;;;;
c_beiruna_adj;Beiruna;;;;;;;;;;;;;
c_beiruna_desc;Beiruna;;;;;;;;;;;;;
PROV1054;Beiruna;;;;;;;;;;;;;
PROV1054_adj;Beiruna;;;;;;;;;;;;;
PROV1054_desc;Beiruna;;;;;;;;;;;;;
eluin;Eluin;;;;;;;;;;;;;
eluin_adj;Eluin;;;;;;;;;;;;;
eluin_desc;Eluin;;;;;;;;;;;;;
c_eluin;Eluin;;;;;;;;;;;;;
c_eluin_adj;Eluin;;;;;;;;;;;;;
c_eluin_desc;Eluin;;;;;;;;;;;;;
PROV1055;Eluin;;;;;;;;;;;;;
PROV1055_adj;Eluin;;;;;;;;;;;;;
PROV1055_desc;Eluin;;;;;;;;;;;;;
releer;Releer;;;;;;;;;;;;;
releer_adj;Releer;;;;;;;;;;;;;
releer_desc;Releer;;;;;;;;;;;;;
c_releer;Releer;;;;;;;;;;;;;
c_releer_adj;Releer;;;;;;;;;;;;;
c_releer_desc;Releer;;;;;;;;;;;;;
PROV1056;Releer;;;;;;;;;;;;;
PROV1056_adj;Releer;;;;;;;;;;;;;
PROV1056_desc;Releer;;;;;;;;;;;;;
anareth;Anareth;;;;;;;;;;;;;
anareth_adj;Anareth;;;;;;;;;;;;;
anareth_desc;Anareth;;;;;;;;;;;;;
c_anareth;Anareth;;;;;;;;;;;;;
c_anareth_adj;Anareth;;;;;;;;;;;;;
c_anareth_desc;Anareth;;;;;;;;;;;;;
PROV1057;Anareth;;;;;;;;;;;;;
PROV1057_adj;Anareth;;;;;;;;;;;;;
PROV1057_desc;Anareth;;;;;;;;;;;;;
rineth;Rineth;;;;;;;;;;;;;
rineth_adj;Rineth;;;;;;;;;;;;;
rineth_desc;Rineth;;;;;;;;;;;;;
c_rineth;Rineth;;;;;;;;;;;;;
c_rineth_adj;Rineth;;;;;;;;;;;;;
c_rineth_desc;Rineth;;;;;;;;;;;;;
PROV1058;Rineth;;;;;;;;;;;;;
PROV1058_adj;Rineth;;;;;;;;;;;;;
PROV1058_desc;Rineth;;;;;;;;;;;;;
banura;Banura;;;;;;;;;;;;;
banura_adj;Banura;;;;;;;;;;;;;
banura_desc;Banura;;;;;;;;;;;;;
c_banura;Banura;;;;;;;;;;;;;
c_banura_adj;Banura;;;;;;;;;;;;;
c_banura_desc;Banura;;;;;;;;;;;;;
PROV1059;Banura;;;;;;;;;;;;;
PROV1059_adj;Banura;;;;;;;;;;;;;
PROV1059_desc;Banura;;;;;;;;;;;;;
teireka;Teireka;;;;;;;;;;;;;
teireka_adj;Teireka;;;;;;;;;;;;;
teireka_desc;Teireka;;;;;;;;;;;;;
c_teireka;Teireka;;;;;;;;;;;;;
c_teireka_adj;Teireka;;;;;;;;;;;;;
c_teireka_desc;Teireka;;;;;;;;;;;;;
PROV1060;Teireka;;;;;;;;;;;;;
PROV1060_adj;Teireka;;;;;;;;;;;;;
PROV1060_desc;Teireka;;;;;;;;;;;;;
koreth;Koreth;;;;;;;;;;;;;
koreth_adj;Koreth;;;;;;;;;;;;;
koreth_desc;Koreth;;;;;;;;;;;;;
c_koreth;Koreth;;;;;;;;;;;;;
c_koreth_adj;Koreth;;;;;;;;;;;;;
c_koreth_desc;Koreth;;;;;;;;;;;;;
PROV1061;Koreth;;;;;;;;;;;;;
PROV1061_adj;Koreth;;;;;;;;;;;;;
PROV1061_desc;Koreth;;;;;;;;;;;;;
wumit;Wumitë;;;;;;;;;;;;;
wumit_adj;Wumitë;;;;;;;;;;;;;
wumit_desc;Wumitë;;;;;;;;;;;;;
c_wumit;Wumitë;;;;;;;;;;;;;
c_wumit_adj;Wumitë;;;;;;;;;;;;;
c_wumit_desc;Wumitë;;;;;;;;;;;;;
PROV1062;Wumitë;;;;;;;;;;;;;
PROV1062_adj;Wumitë;;;;;;;;;;;;;
PROV1062_desc;Wumitë;;;;;;;;;;;;;
tereuta;Tereuta;;;;;;;;;;;;;
tereuta_adj;Tereuta;;;;;;;;;;;;;
tereuta_desc;Tereuta;;;;;;;;;;;;;
c_tereuta;Tereuta;;;;;;;;;;;;;
c_tereuta_adj;Tereuta;;;;;;;;;;;;;
c_tereuta_desc;Tereuta;;;;;;;;;;;;;
PROV1063;Tereuta;;;;;;;;;;;;;
